study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	library_name	run_alias	fastq_ftp	sra_ftp	sample_alias	sample_title
PRJNA376566	SRP102872	SAMN06444367	SRS2092823	SRX2698431	SRR5405953	human metagenome	N2_061_025G1	61_010.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405953/SRR5405953.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405953	N2_061_025G1	preterm infant gut metagenome N2_061_025G1
PRJNA376566	SRP102872	SAMN06444366	SRS2092824	SRX2698432	SRR5405954	human metagenome	N2_061_021G1	61_004.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405954/SRR5405954.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405954	N2_061_021G1	preterm infant gut metagenome N2_061_021G1
PRJNA376566	SRP102872	SAMN06444365	SRS2092825	SRX2698433	SRR5405955	human metagenome	N2_061_019G1	61_003.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405955/SRR5405955.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405955	N2_061_019G1	preterm infant gut metagenome N2_061_019G1
PRJNA376566	SRP102872	SAMN06444364	SRS2092826	SRX2698434	SRR5405956	human metagenome	N2_061_015G1	61_014.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405956/SRR5405956.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405956	N2_061_015G1	preterm infant gut metagenome N2_061_015G1
PRJNA376566	SRP102872	SAMN06444363	SRS2092827	SRX2698435	SRR5405957	human metagenome	N2_061_008G1	61_007.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405957/SRR5405957.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405957	N2_061_008G1	preterm infant gut metagenome N2_061_008G1
PRJNA376566	SRP102872	SAMN06444362	SRS2092828	SRX2698436	SRR5405958	human metagenome	N2_061_007G1	61_008.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405958/SRR5405958.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405958	N2_061_007G1	preterm infant gut metagenome N2_061_007G1
PRJNA376566	SRP102872	SAMN06444361	SRS2092829	SRX2698437	SRR5405959	human metagenome	N2_060_021G1	60_012.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405959/SRR5405959.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405959	N2_060_021G1	preterm infant gut metagenome N2_060_021G1
PRJNA376566	SRP102872	SAMN06444360	SRS2092830	SRX2698438	SRR5405960	human metagenome	N2_060_020G1	60_011.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405960/SRR5405960.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405960	N2_060_020G1	preterm infant gut metagenome N2_060_020G1
PRJNA376566	SRP102872	SAMN06444359	SRS2092831	SRX2698439	SRR5405961	human metagenome	N2_060_019G1	60_010.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405961/SRR5405961.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405961	N2_060_019G1	preterm infant gut metagenome N2_060_019G1
PRJNA376566	SRP102872	SAMN06444358	SRS2092832	SRX2698440	SRR5405962	human metagenome	N2_060_016G1	60_009.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405962/SRR5405962.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405962	N2_060_016G1	preterm infant gut metagenome N2_060_016G1
PRJNA376566	SRP102872	SAMN06444357	SRS2092833	SRX2698441	SRR5405963	human metagenome	N2_060_015G1	60_008.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405963/SRR5405963.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405963	N2_060_015G1	preterm infant gut metagenome N2_060_015G1
PRJNA376566	SRP102872	SAMN06444356	SRS2092834	SRX2698442	SRR5405964	human metagenome	N2_060_013G1	60_007.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405964/SRR5405964.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405964	N2_060_013G1	preterm infant gut metagenome N2_060_013G1
PRJNA376566	SRP102872	SAMN06444355	SRS2092835	SRX2698443	SRR5405965	human metagenome	N2_060_011G1	60_005.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405965/SRR5405965.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405965	N2_060_011G1	preterm infant gut metagenome N2_060_011G1
PRJNA376566	SRP102872	SAMN06444354	SRS2092836	SRX2698444	SRR5405966	human metagenome	N2_060_009G1	60_004.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405966/SRR5405966.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405966	N2_060_009G1	preterm infant gut metagenome N2_060_009G1
PRJNA376566	SRP102872	SAMN06444353	SRS2092837	SRX2698445	SRR5405967	human metagenome	N2_060_008G1	60_002.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405967/SRR5405967.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405967	N2_060_008G1	preterm infant gut metagenome N2_060_008G1
PRJNA376566	SRP102872	SAMN06444352	SRS2092838	SRX2698446	SRR5405968	human metagenome	N2_039_044G1	39_003.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405968/SRR5405968.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405968	N2_039_044G1	preterm infant gut metagenome N2_039_044G1
PRJNA376566	SRP102872	SAMN06444351	SRS2092839	SRX2698447	SRR5405969	human metagenome	N2_039_037G1	39_011.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405969/SRR5405969.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405969	N2_039_037G1	preterm infant gut metagenome N2_039_037G1
PRJNA376566	SRP102872	SAMN06444350	SRS2092840	SRX2698448	SRR5405970	human metagenome	N2_039_035G1	39_015.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405970/SRR5405970.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405970	N2_039_035G1	preterm infant gut metagenome N2_039_035G1
PRJNA376566	SRP102872	SAMN06444349	SRS2092841	SRX2698449	SRR5405971	human metagenome	N2_039_021G1	39_009.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405971/SRR5405971.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405971	N2_039_021G1	preterm infant gut metagenome N2_039_021G1
PRJNA376566	SRP102872	SAMN06444348	SRS2092842	SRX2698450	SRR5405972	human metagenome	N2_039_020G1	39_007.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405972/SRR5405972.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405972	N2_039_020G1	preterm infant gut metagenome N2_039_020G1
PRJNA376566	SRP102872	SAMN06444347	SRS2092843	SRX2698451	SRR5405973	human metagenome	N2_039_018G1	39_006.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405973/SRR5405973.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405973	N2_039_018G1	preterm infant gut metagenome N2_039_018G1
PRJNA376566	SRP102872	SAMN06444346	SRS2092844	SRX2698452	SRR5405974	human metagenome	N2_039_015G1	39_004.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405974/SRR5405974.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405974	N2_039_015G1	preterm infant gut metagenome N2_039_015G1
PRJNA376566	SRP102872	SAMN06444345	SRS2092845	SRX2698453	SRR5405975	human metagenome	N2_039_013G1	39_001.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405975/SRR5405975.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405975	N2_039_013G1	preterm infant gut metagenome N2_039_013G1
PRJNA376566	SRP102872	SAMN06444344	SRS2092846	SRX2698454	SRR5405976	human metagenome	N2_039_011G1	39_002.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405976/SRR5405976.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405976	N2_039_011G1	preterm infant gut metagenome N2_039_011G1
PRJNA376566	SRP102872	SAMN06444343	SRS2092847	SRX2698455	SRR5405977	human metagenome	N2_039_008G1	39_013.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405977/SRR5405977.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405977	N2_039_008G1	preterm infant gut metagenome N2_039_008G1
PRJNA376566	SRP102872	SAMN06444342	SRS2092849	SRX2698456	SRR5405978	human metagenome	N2_038_044G1	38_005.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405978/SRR5405978.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405978	N2_038_044G1	preterm infant gut metagenome N2_038_044G1
PRJNA376566	SRP102872	SAMN06444341	SRS2092848	SRX2698457	SRR5405979	human metagenome	N2_038_039G1	38_004.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405979/SRR5405979.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405979	N2_038_039G1	preterm infant gut metagenome N2_038_039G1
PRJNA376566	SRP102872	SAMN06444340	SRS2092850	SRX2698458	SRR5405980	human metagenome	N2_038_036G1	38_002.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405980/SRR5405980.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405980	N2_038_036G1	preterm infant gut metagenome N2_038_036G1
PRJNA376566	SRP102872	SAMN06444339	SRS2092852	SRX2698459	SRR5405981	human metagenome	N2_038_030G1	38_001.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405981/SRR5405981.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405981	N2_038_030G1	preterm infant gut metagenome N2_038_030G1
PRJNA376566	SRP102872	SAMN06444338	SRS2092851	SRX2698460	SRR5405982	human metagenome	N2_038_026G1	38_017.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405982/SRR5405982.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405982	N2_038_026G1	preterm infant gut metagenome N2_038_026G1
PRJNA376566	SRP102872	SAMN06444337	SRS2092853	SRX2698461	SRR5405983	human metagenome	N2_038_020G1	38_010.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405983/SRR5405983.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405983	N2_038_020G1	preterm infant gut metagenome N2_038_020G1
PRJNA376566	SRP102872	SAMN06444336	SRS2092854	SRX2698462	SRR5405984	human metagenome	N2_038_018G1	38_015.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405984/SRR5405984.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405984	N2_038_018G1	preterm infant gut metagenome N2_038_018G1
PRJNA376566	SRP102872	SAMN06444335	SRS2092855	SRX2698463	SRR5405985	human metagenome	N2_038_015G1	38_009.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405985/SRR5405985.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405985	N2_038_015G1	preterm infant gut metagenome N2_038_015G1
PRJNA376566	SRP102872	SAMN06444334	SRS2092856	SRX2698464	SRR5405986	human metagenome	N2_038_013G1	38_014.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405986/SRR5405986.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405986	N2_038_013G1	preterm infant gut metagenome N2_038_013G1
PRJNA376566	SRP102872	SAMN06444333	SRS2092857	SRX2698465	SRR5405987	human metagenome	N2_038_011G1	38_006.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405987/SRR5405987.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405987	N2_038_011G1	preterm infant gut metagenome N2_038_011G1
PRJNA376566	SRP102872	SAMN06444332	SRS2092858	SRX2698466	SRR5405988	human metagenome	N2_038_009G1	38_012.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405988/SRR5405988.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405988	N2_038_009G1	preterm infant gut metagenome N2_038_009G1
PRJNA376566	SRP102872	SAMN06444331	SRS2092859	SRX2698467	SRR5405989	human metagenome	N2_035_053G1	35_024.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405989/SRR5405989.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405989	N2_035_053G1	preterm infant gut metagenome N2_035_053G1
PRJNA376566	SRP102872	SAMN06444330	SRS2092860	SRX2698468	SRR5405990	human metagenome	N2_035_046G1	35_023.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405990/SRR5405990.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405990	N2_035_046G1	preterm infant gut metagenome N2_035_046G1
PRJNA376566	SRP102872	SAMN06444329	SRS2092861	SRX2698469	SRR5405991	human metagenome	N2_035_039G1	35_022.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405991/SRR5405991.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405991	N2_035_039G1	preterm infant gut metagenome N2_035_039G1
PRJNA376566	SRP102872	SAMN06444328	SRS2092862	SRX2698470	SRR5405992	human metagenome	N2_035_032G1	35_020.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405992/SRR5405992.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405992	N2_035_032G1	preterm infant gut metagenome N2_035_032G1
PRJNA376566	SRP102872	SAMN06444327	SRS2092863	SRX2698471	SRR5405993	human metagenome	N2_035_027G1	35_018.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405993/SRR5405993.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405993	N2_035_027G1	preterm infant gut metagenome N2_035_027G1
PRJNA376566	SRP102872	SAMN06444326	SRS2092864	SRX2698472	SRR5405994	human metagenome	N2_035_025G1	35_016.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405994/SRR5405994.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405994	N2_035_025G1	preterm infant gut metagenome N2_035_025G1
PRJNA376566	SRP102872	SAMN06444325	SRS2092865	SRX2698473	SRR5405995	human metagenome	N2_035_022G1	35_012.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405995/SRR5405995.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405995	N2_035_022G1	preterm infant gut metagenome N2_035_022G1
PRJNA376566	SRP102872	SAMN06444324	SRS2092866	SRX2698474	SRR5405996	human metagenome	N2_035_020G1	35_010.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405996/SRR5405996.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405996	N2_035_020G1	preterm infant gut metagenome N2_035_020G1
PRJNA376566	SRP102872	SAMN06444323	SRS2092867	SRX2698475	SRR5405997	human metagenome	N2_035_018G1	35_008.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405997/SRR5405997.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405997	N2_035_018G1	preterm infant gut metagenome N2_035_018G1
PRJNA376566	SRP102872	SAMN06444322	SRS2092868	SRX2698476	SRR5405998	human metagenome	N2_035_016G1	35_006.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405998/SRR5405998.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405998	N2_035_016G1	preterm infant gut metagenome N2_035_016G1
PRJNA376566	SRP102872	SAMN06444321	SRS2092869	SRX2698477	SRR5405999	human metagenome	N2_035_014G1	35_004.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405999/SRR5405999.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405999	N2_035_014G1	preterm infant gut metagenome N2_035_014G1
PRJNA376566	SRP102872	SAMN06444320	SRS2092871	SRX2698478	SRR5406000	human metagenome	N2_035_012G1	35_002.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5406000/SRR5406000.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5406000	N2_035_012G1	preterm infant gut metagenome N2_035_012G1
PRJNA376566	SRP102872	SAMN06444319	SRS2092870	SRX2698479	SRR5406001	human metagenome	N2_035_010G1	35_014.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5406001/SRR5406001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5406001	N2_035_010G1	preterm infant gut metagenome N2_035_010G1
PRJNA376566	SRP102872	SAMN06444318	SRS2092872	SRX2698480	SRR5406002	human metagenome	N2_031_055G1	31_023.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5406002/SRR5406002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5406002	N2_031_055G1	preterm infant gut metagenome N2_031_055G1
PRJNA376566	SRP102872	SAMN06444317	SRS2092873	SRX2698481	SRR5406003	human metagenome	N2_031_040G1	31_021.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5406003/SRR5406003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5406003	N2_031_040G1	preterm infant gut metagenome N2_031_040G1
PRJNA376566	SRP102872	SAMN06444316	SRS2092874	SRX2698482	SRR5406004	human metagenome	N2_031_033G1	31_020.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5406004/SRR5406004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5406004	N2_031_033G1	preterm infant gut metagenome N2_031_033G1
PRJNA376566	SRP102872	SAMN06444315	SRS2092875	SRX2698483	SRR5406005	human metagenome	N2_031_027G1	31_018.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5406005/SRR5406005.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5406005	N2_031_027G1	preterm infant gut metagenome N2_031_027G1
PRJNA376566	SRP102872	SAMN06444314	SRS2092876	SRX2698484	SRR5406006	human metagenome	N2_031_023G1	31_016.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5406006/SRR5406006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5406006	N2_031_023G1	preterm infant gut metagenome N2_031_023G1
PRJNA376566	SRP102872	SAMN06444313	SRS2092877	SRX2698485	SRR5406007	human metagenome	N2_031_021G1	31_014.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5406007/SRR5406007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5406007	N2_031_021G1	preterm infant gut metagenome N2_031_021G1
PRJNA376566	SRP102872	SAMN06444312	SRS2092878	SRX2698486	SRR5406008	human metagenome	N2_031_020G1	31_013.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5406008/SRR5406008.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5406008	N2_031_020G1	preterm infant gut metagenome N2_031_020G1
PRJNA376566	SRP102872	SAMN06444311	SRS2092879	SRX2698487	SRR5406009	human metagenome	N2_031_018G1	31_011.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5406009/SRR5406009.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5406009	N2_031_018G1	preterm infant gut metagenome N2_031_018G1
PRJNA376566	SRP102872	SAMN06444310	SRS2092880	SRX2698488	SRR5406010	human metagenome	N2_031_016G1	31_009.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5406010/SRR5406010.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5406010	N2_031_016G1	preterm infant gut metagenome N2_031_016G1
PRJNA376566	SRP102872	SAMN06444309	SRS2092881	SRX2698489	SRR5406011	human metagenome	N2_031_014G1	31_007.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5406011/SRR5406011.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5406011	N2_031_014G1	preterm infant gut metagenome N2_031_014G1
PRJNA376566	SRP102872	SAMN06444308	SRS2092882	SRX2698490	SRR5406012	human metagenome	N2_031_012G1	31_005.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5406012/SRR5406012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5406012	N2_031_012G1	preterm infant gut metagenome N2_031_012G1
PRJNA376566	SRP102872	SAMN06444307	SRS2092883	SRX2698491	SRR5406013	human metagenome	N2_031_010G1	31_004.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5406013/SRR5406013.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5406013	N2_031_010G1	preterm infant gut metagenome N2_031_010G1
PRJNA376566	SRP102872	SAMN06444306	SRS2092884	SRX2698492	SRR5406014	human metagenome	N2_031_008G1	31_003.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5406014/SRR5406014.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5406014	N2_031_008G1	preterm infant gut metagenome N2_031_008G1
