study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	library_name	run_alias	fastq_ftp	sra_ftp	sample_alias	sample_title
PRJNA376566	SRP102872	SAMN06444577	SRS2092613	SRX2698221	SRR5405743	human metagenome	S2_010_021G1	S2_010_021G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405743/SRR5405743.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405743	S2_010_021G1	preterm infant gut metagenome S2_010_021G1
PRJNA376566	SRP102872	SAMN06444576	SRS2092614	SRX2698222	SRR5405744	human metagenome	S2_010_019G1	S2_010_019G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405744/SRR5405744.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405744	S2_010_019G1	preterm infant gut metagenome S2_010_019G1
PRJNA376566	SRP102872	SAMN06444575	SRS2092615	SRX2698223	SRR5405745	human metagenome	S2_010_018G1	S2_010_018G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405745/SRR5405745.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405745	S2_010_018G1	preterm infant gut metagenome S2_010_018G1
PRJNA376566	SRP102872	SAMN06444574	SRS2092616	SRX2698224	SRR5405746	human metagenome	S2_010_017G1	S2_010_017G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405746/SRR5405746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405746	S2_010_017G1	preterm infant gut metagenome S2_010_017G1
PRJNA376566	SRP102872	SAMN06444573	SRS2092617	SRX2698225	SRR5405747	human metagenome	S2_010_016G1	S2_010_016G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405747/SRR5405747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405747	S2_010_016G1	preterm infant gut metagenome S2_010_016G1
PRJNA376566	SRP102872	SAMN06444572	SRS2092618	SRX2698226	SRR5405748	human metagenome	S2_010_008G1	S2_010_008G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405748/SRR5405748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405748	S2_010_008G1	preterm infant gut metagenome S2_010_008G1
PRJNA376566	SRP102872	SAMN06444571	SRS2092620	SRX2698227	SRR5405749	human metagenome	S2_010_007G1	S2_010_007G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405749/SRR5405749.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405749	S2_010_007G1	preterm infant gut metagenome S2_010_007G1
PRJNA376566	SRP102872	SAMN06444570	SRS2092619	SRX2698228	SRR5405750	human metagenome	S2_010_006G1	S2_010_006G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405750/SRR5405750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405750	S2_010_006G1	preterm infant gut metagenome S2_010_006G1
PRJNA376566	SRP102872	SAMN06444569	SRS2092621	SRX2698229	SRR5405751	human metagenome	S2_010_005G1	S2_010_005G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405751/SRR5405751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405751	S2_010_005G1	preterm infant gut metagenome S2_010_005G1
PRJNA376566	SRP102872	SAMN06444568	SRS2092623	SRX2698230	SRR5405752	human metagenome	S2_009_028G1	S2_009_028G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405752/SRR5405752.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405752	S2_009_028G1	preterm infant gut metagenome S2_009_028G1
PRJNA376566	SRP102872	SAMN06444567	SRS2092622	SRX2698231	SRR5405753	human metagenome	S2_009_027G1	S2_009_027G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405753/SRR5405753.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405753	S2_009_027G1	preterm infant gut metagenome S2_009_027G1
PRJNA376566	SRP102872	SAMN06444566	SRS2092625	SRX2698232	SRR5405754	human metagenome	S2_009_026G1	S2_009_026G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405754/SRR5405754.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405754	S2_009_026G1	preterm infant gut metagenome S2_009_026G1
PRJNA376566	SRP102872	SAMN06444565	SRS2092626	SRX2698233	SRR5405755	human metagenome	S2_009_025G1	S2_009_025G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405755/SRR5405755.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405755	S2_009_025G1	preterm infant gut metagenome S2_009_025G1
PRJNA376566	SRP102872	SAMN06444564	SRS2092624	SRX2698234	SRR5405756	human metagenome	S2_009_024G1	S2_009_024G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405756/SRR5405756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405756	S2_009_024G1	preterm infant gut metagenome S2_009_024G1
PRJNA376566	SRP102872	SAMN06444563	SRS2092628	SRX2698235	SRR5405757	human metagenome	S2_009_023G1	S2_009_023G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405757/SRR5405757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405757	S2_009_023G1	preterm infant gut metagenome S2_009_023G1
PRJNA376566	SRP102872	SAMN06444562	SRS2092629	SRX2698236	SRR5405758	human metagenome	S2_009_022G1	S2_009_022G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405758/SRR5405758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405758	S2_009_022G1	preterm infant gut metagenome S2_009_022G1
PRJNA376566	SRP102872	SAMN06444561	SRS2092627	SRX2698237	SRR5405759	human metagenome	S2_009_021G1	S2_009_021G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405759/SRR5405759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405759	S2_009_021G1	preterm infant gut metagenome S2_009_021G1
PRJNA376566	SRP102872	SAMN06444560	SRS2092630	SRX2698238	SRR5405760	human metagenome	S2_009_020G1	S2_009_020G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405760/SRR5405760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405760	S2_009_020G1	preterm infant gut metagenome S2_009_020G1
PRJNA376566	SRP102872	SAMN06444559	SRS2092632	SRX2698239	SRR5405761	human metagenome	S2_009_019G1	S2_009_019G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405761/SRR5405761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405761	S2_009_019G1	preterm infant gut metagenome S2_009_019G1
PRJNA376566	SRP102872	SAMN06444558	SRS2092631	SRX2698240	SRR5405762	human metagenome	S2_009_018G1	S2_009_018G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405762/SRR5405762.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405762	S2_009_018G1	preterm infant gut metagenome S2_009_018G1
PRJNA376566	SRP102872	SAMN06444557	SRS2092633	SRX2698241	SRR5405763	human metagenome	S2_009_017G1	S2_009_017G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405763/SRR5405763.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405763	S2_009_017G1	preterm infant gut metagenome S2_009_017G1
PRJNA376566	SRP102872	SAMN06444556	SRS2092634	SRX2698242	SRR5405764	human metagenome	S2_009_016G1	S2_009_016G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405764/SRR5405764.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405764	S2_009_016G1	preterm infant gut metagenome S2_009_016G1
PRJNA376566	SRP102872	SAMN06444555	SRS2092635	SRX2698243	SRR5405765	human metagenome	S2_009_015G1	S2_009_015G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405765/SRR5405765.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405765	S2_009_015G1	preterm infant gut metagenome S2_009_015G1
PRJNA376566	SRP102872	SAMN06444554	SRS2092637	SRX2698244	SRR5405766	human metagenome	S2_009_014G1	S2_009_014G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405766/SRR5405766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405766	S2_009_014G1	preterm infant gut metagenome S2_009_014G1
PRJNA376566	SRP102872	SAMN06444553	SRS2092636	SRX2698245	SRR5405767	human metagenome	S2_009_013G1	S2_009_013G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405767/SRR5405767.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405767	S2_009_013G1	preterm infant gut metagenome S2_009_013G1
PRJNA376566	SRP102872	SAMN06444552	SRS2092638	SRX2698246	SRR5405768	human metagenome	S2_009_012G1	S2_009_012G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405768/SRR5405768.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405768	S2_009_012G1	preterm infant gut metagenome S2_009_012G1
PRJNA376566	SRP102872	SAMN06444551	SRS2092640	SRX2698247	SRR5405769	human metagenome	S2_009_011G1	S2_009_011G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405769/SRR5405769.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405769	S2_009_011G1	preterm infant gut metagenome S2_009_011G1
PRJNA376566	SRP102872	SAMN06444550	SRS2092639	SRX2698248	SRR5405770	human metagenome	S2_009_010G1	S2_009_010G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405770/SRR5405770.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405770	S2_009_010G1	preterm infant gut metagenome S2_009_010G1
PRJNA376566	SRP102872	SAMN06444549	SRS2092641	SRX2698249	SRR5405771	human metagenome	S2_009_009G1	S2_009_009G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405771/SRR5405771.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405771	S2_009_009G1	preterm infant gut metagenome S2_009_009G1
PRJNA376566	SRP102872	SAMN06444548	SRS2092642	SRX2698250	SRR5405772	human metagenome	S2_009_008G1	S2_009_008G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405772/SRR5405772.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405772	S2_009_008G1	preterm infant gut metagenome S2_009_008G1
PRJNA376566	SRP102872	SAMN06444547	SRS2092643	SRX2698251	SRR5405773	human metagenome	S2_009_005G1	S2_009_005G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405773/SRR5405773.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405773	S2_009_005G1	preterm infant gut metagenome S2_009_005G1
PRJNA376566	SRP102872	SAMN06444546	SRS2092644	SRX2698252	SRR5405774	human metagenome	S2_008_027G1	S2_008_027G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405774/SRR5405774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405774	S2_008_027G1	preterm infant gut metagenome S2_008_027G1
PRJNA376566	SRP102872	SAMN06444545	SRS2092645	SRX2698253	SRR5405775	human metagenome	S2_008_026G1	S2_008_026G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405775/SRR5405775.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405775	S2_008_026G1	preterm infant gut metagenome S2_008_026G1
PRJNA376566	SRP102872	SAMN06444544	SRS2092646	SRX2698254	SRR5405776	human metagenome	S2_008_024G1	S2_008_024G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405776/SRR5405776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405776	S2_008_024G1	preterm infant gut metagenome S2_008_024G1
PRJNA376566	SRP102872	SAMN06444543	SRS2092647	SRX2698255	SRR5405777	human metagenome	S2_008_023G1	S2_008_023G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405777/SRR5405777.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405777	S2_008_023G1	preterm infant gut metagenome S2_008_023G1
PRJNA376566	SRP102872	SAMN06444542	SRS2092648	SRX2698256	SRR5405778	human metagenome	S2_008_021G1	S2_008_021G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405778/SRR5405778.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405778	S2_008_021G1	preterm infant gut metagenome S2_008_021G1
PRJNA376566	SRP102872	SAMN06444541	SRS2092650	SRX2698257	SRR5405779	human metagenome	S2_008_020G1	S2_008_020G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405779/SRR5405779.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405779	S2_008_020G1	preterm infant gut metagenome S2_008_020G1
PRJNA376566	SRP102872	SAMN06444540	SRS2092649	SRX2698258	SRR5405780	human metagenome	S2_008_017G1	S2_008_017G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405780/SRR5405780.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405780	S2_008_017G1	preterm infant gut metagenome S2_008_017G1
PRJNA376566	SRP102872	SAMN06444539	SRS2092651	SRX2698259	SRR5405781	human metagenome	S2_008_015G1	S2_008_015G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405781/SRR5405781.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405781	S2_008_015G1	preterm infant gut metagenome S2_008_015G1
PRJNA376566	SRP102872	SAMN06444538	SRS2092652	SRX2698260	SRR5405782	human metagenome	S2_008_014G1	S2_008_014G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405782/SRR5405782.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405782	S2_008_014G1	preterm infant gut metagenome S2_008_014G1
PRJNA376566	SRP102872	SAMN06444537	SRS2092653	SRX2698261	SRR5405783	human metagenome	S2_008_012G1	S2_008_012G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405783/SRR5405783.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405783	S2_008_012G1	preterm infant gut metagenome S2_008_012G1
PRJNA376566	SRP102872	SAMN06444536	SRS2092654	SRX2698262	SRR5405784	human metagenome	S2_008_011G1	S2_008_011G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405784/SRR5405784.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405784	S2_008_011G1	preterm infant gut metagenome S2_008_011G1
PRJNA376566	SRP102872	SAMN06444535	SRS2092655	SRX2698263	SRR5405785	human metagenome	S2_008_010G1	S2_008_010G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405785/SRR5405785.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405785	S2_008_010G1	preterm infant gut metagenome S2_008_010G1
PRJNA376566	SRP102872	SAMN06444534	SRS2092656	SRX2698264	SRR5405786	human metagenome	S2_008_008G1	S2_008_008G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405786/SRR5405786.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405786	S2_008_008G1	preterm infant gut metagenome S2_008_008G1
PRJNA376566	SRP102872	SAMN06444533	SRS2092657	SRX2698265	SRR5405787	human metagenome	S2_008_007G1	S2_008_007G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405787/SRR5405787.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405787	S2_008_007G1	preterm infant gut metagenome S2_008_007G1
PRJNA376566	SRP102872	SAMN06444532	SRS2092659	SRX2698266	SRR5405788	human metagenome	S2_006_027G1	S2_006_027G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405788/SRR5405788.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405788	S2_006_027G1	preterm infant gut metagenome S2_006_027G1
PRJNA376566	SRP102872	SAMN06444531	SRS2092658	SRX2698267	SRR5405789	human metagenome	S2_006_026G1	S2_006_026G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405789/SRR5405789.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405789	S2_006_026G1	preterm infant gut metagenome S2_006_026G1
PRJNA376566	SRP102872	SAMN06444530	SRS2092660	SRX2698268	SRR5405790	human metagenome	S2_006_023G1	S2_006_023G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405790/SRR5405790.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405790	S2_006_023G1	preterm infant gut metagenome S2_006_023G1
PRJNA376566	SRP102872	SAMN06444529	SRS2092661	SRX2698269	SRR5405791	human metagenome	S2_006_022G1	S2_006_022G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405791/SRR5405791.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405791	S2_006_022G1	preterm infant gut metagenome S2_006_022G1
PRJNA376566	SRP102872	SAMN06444528	SRS2092662	SRX2698270	SRR5405792	human metagenome	S2_006_021G1	S2_006_021G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405792/SRR5405792.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405792	S2_006_021G1	preterm infant gut metagenome S2_006_021G1
PRJNA376566	SRP102872	SAMN06444527	SRS2092663	SRX2698271	SRR5405793	human metagenome	S2_006_020G1	S2_006_020G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405793/SRR5405793.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405793	S2_006_020G1	preterm infant gut metagenome S2_006_020G1
PRJNA376566	SRP102872	SAMN06444526	SRS2092665	SRX2698272	SRR5405794	human metagenome	S2_006_019G1	S2_006_019G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405794/SRR5405794.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405794	S2_006_019G1	preterm infant gut metagenome S2_006_019G1
PRJNA376566	SRP102872	SAMN06444525	SRS2092664	SRX2698273	SRR5405795	human metagenome	S2_006_018G1	S2_006_018G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405795/SRR5405795.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405795	S2_006_018G1	preterm infant gut metagenome S2_006_018G1
PRJNA376566	SRP102872	SAMN06444524	SRS2092666	SRX2698274	SRR5405796	human metagenome	S2_006_016G1	S2_006_016G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405796/SRR5405796.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405796	S2_006_016G1	preterm infant gut metagenome S2_006_016G1
PRJNA376566	SRP102872	SAMN06444523	SRS2092667	SRX2698275	SRR5405797	human metagenome	S2_006_015G1	S2_006_015G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405797/SRR5405797.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405797	S2_006_015G1	preterm infant gut metagenome S2_006_015G1
PRJNA376566	SRP102872	SAMN06444522	SRS2092668	SRX2698276	SRR5405798	human metagenome	S2_006_014G1	S2_006_014G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405798/SRR5405798.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405798	S2_006_014G1	preterm infant gut metagenome S2_006_014G1
PRJNA376566	SRP102872	SAMN06444521	SRS2092670	SRX2698277	SRR5405799	human metagenome	S2_006_013G1	S2_006_013G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405799/SRR5405799.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405799	S2_006_013G1	preterm infant gut metagenome S2_006_013G1
PRJNA376566	SRP102872	SAMN06444520	SRS2092671	SRX2698278	SRR5405800	human metagenome	S2_006_012G1	S2_006_012G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405800/SRR5405800.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405800	S2_006_012G1	preterm infant gut metagenome S2_006_012G1
PRJNA376566	SRP102872	SAMN06444519	SRS2092669	SRX2698279	SRR5405801	human metagenome	S2_006_011G1	S2_006_011G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405801/SRR5405801.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405801	S2_006_011G1	preterm infant gut metagenome S2_006_011G1
PRJNA376566	SRP102872	SAMN06444518	SRS2092674	SRX2698280	SRR5405802	human metagenome	S2_006_010G1	S2_006_010G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405802/SRR5405802.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405802	S2_006_010G1	preterm infant gut metagenome S2_006_010G1
PRJNA376566	SRP102872	SAMN06444517	SRS2092673	SRX2698281	SRR5405803	human metagenome	S2_006_009G1	S2_006_009G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405803/SRR5405803.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405803	S2_006_009G1	preterm infant gut metagenome S2_006_009G1
PRJNA376566	SRP102872	SAMN06444516	SRS2092672	SRX2698282	SRR5405804	human metagenome	S2_006_008G1	S2_006_008G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405804/SRR5405804.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405804	S2_006_008G1	preterm infant gut metagenome S2_006_008G1
PRJNA376566	SRP102872	SAMN06444515	SRS2092675	SRX2698283	SRR5405805	human metagenome	S2_006_007G1	S2_006_007G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405805/SRR5405805.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405805	S2_006_007G1	preterm infant gut metagenome S2_006_007G1
PRJNA376566	SRP102872	SAMN06444514	SRS2092676	SRX2698284	SRR5405806	human metagenome	S2_006_006G1	S2_006_006G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405806/SRR5405806.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405806	S2_006_006G1	preterm infant gut metagenome S2_006_006G1
PRJNA376566	SRP102872	SAMN06444513	SRS2092677	SRX2698285	SRR5405807	human metagenome	S2_006_005G1	S2_006_005G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405807/SRR5405807.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405807	S2_006_005G1	preterm infant gut metagenome S2_006_005G1
PRJNA376566	SRP102872	SAMN06444512	SRS2092678	SRX2698286	SRR5405808	human metagenome	S2_005_000G1	S2_005.r2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405808/SRR5405808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405808/SRR5405808_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405808	S2_005_000G1	preterm infant gut metagenome S2_005_000G1
PRJNA376566	SRP102872	SAMN06444511	SRS2092679	SRX2698287	SRR5405809	human metagenome	S2_004_028G1	S2_004_028G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405809/SRR5405809.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405809	S2_004_028G1	preterm infant gut metagenome S2_004_028G1
PRJNA376566	SRP102872	SAMN06444510	SRS2092680	SRX2698288	SRR5405810	human metagenome	S2_004_027G1	S2_004_027G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405810/SRR5405810.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405810	S2_004_027G1	preterm infant gut metagenome S2_004_027G1
PRJNA376566	SRP102872	SAMN06444509	SRS2092681	SRX2698289	SRR5405811	human metagenome	S2_004_026G1	S2_004_026G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405811/SRR5405811.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405811	S2_004_026G1	preterm infant gut metagenome S2_004_026G1
