public_code	infant	DOL	campaign	reads	read_bases	read_length	assembly_length	assembly_completeness
N5_261_008G1	N5_261	8	NIH5	39003094	4921277986	126.176605	12851673	0.976534374
N5_261_008G2	N5_261	8	NIH5	14123856	1911763336	135.3570396	10196969	0.981836334
N5_261_009G1	N5_261	9	NIH5	61894788	7636621340	123.380685	11608505	0.97618814
N5_261_009G2	N5_261	9	NIH5	46129734	5902815626	127.9611893	8517380	0.975447918
N5_261_010G1	N5_261	10	NIH5	34103630	4355239450	127.7060375	10327339	0.975626231
N5_261_010G2	N5_261	10	NIH5	105622274	10096938570	95.59478496	17989035	0.91207473
N5_262_000G1	N5_262	0	NIH5	81821492	12096534282	147.8405488	38630121	0.876318168
N5_262_006G1	N5_262	6	NIH5	21273136	3107415838	146.0722969	14825868	0.917153164
N5_262_014G1	N5_262	14	NIH5	50007288	7430954248	148.5974254	31285050	0.964740979
N5_262_026G1	N5_262	26	NIH5	10541068	1558164196	147.818437	25203788	0.955407175
N5_264_000G1	N5_264	0	NIH5	84352198	12404264676	147.0532478	76130987	0.935537483
N5_264_006G1	N5_264	6	NIH5	13862416	2027275984	146.2426163	19276003	0.920111256
N5_264_015G1	N5_264	15	NIH5	37152904	5458858052	146.9295119	38018421	0.973985856
N5_264_031G1	N5_264	31	NIH5	33336878	4918130640	147.528231	42206909	0.952756614
N5_265_000G1	N5_265	0	NIH5	49717264	7286338268	146.5554957	71833322	0.918992264
N5_265_007G1	N5_265	7	NIH5	16438806	2430508368	147.8518798	11212978	0.820868134
N5_265_041G1	N5_265	41	NIH5	33278458	4855829900	145.9151112	60743340	0.966507793
N5_266_000G1	N5_266	0	NIH5	59237760	8795622960	148.480006	27178249	0.917951388
N5_266_008G1	N5_266	8	NIH5	38719752	5771269768	149.0523433	15478910	0.884725527
N5_266_018G1	N5_266	18	NIH5	7530404	1096374826	145.5930951	11616883	0.956212177
N5_266_031G1	N5_266	31	NIH5	12987604	1927978366	148.4475786	10993207	0.982689802
N5_267_000G1	N5_267	0	NIH5	78901376	11384227422	144.2842698	30282494	0.943335069
N5_267_008G1	N5_267	8	NIH5	12760076	1901308096	149.0044492	15044578	0.945153383
N5_267_014G1	N5_267	14	NIH5	25694538	3663296206	142.5710089	14208569	0.982112035
N5_267_018G1	N5_267	18	NIH5	13318196	1965427078	147.5745723	11716216	0.988103869
N5_267_023G1	N5_267	23	NIH5	12765972	1767992474	138.4925859	14504462	0.909432357
N5_267_030G1	N5_267	30	NIH5	14362594	2086203568	145.2525615	16965795	0.981896933
N5_268_000G1	N5_268	0	NIH5	67400700	9766339712	144.8996778	52130321	0.969838563
N5_268_030G1	N5_268	30	NIH5	42853012	6365744422	148.5483546	14216683	0.991536114
N5_268_056G1	N5_268	56	NIH5	24547688	3400595290	138.5301659	50608955	0.969756785
N5_269_000G1	N5_269	0	NIH5	140103124	20688214520	147.6641914	34807391	0.841314573
N5_269_009G1	N5_269	9	NIH5	14687188	2179302752	148.3812117	20106638	0.851315922
N5_269_016G1	N5_269	16	NIH5	28214214	4196017650	148.7199909	15193405	0.98991519
N5_269_025G1	N5_269	25	NIH5	18535358	2712315238	146.3319585	17771231	0.937325894
N5_269_039G1	N5_269	39	NIH5	22004778	3228076916	146.6989086	18392441	0.991963427
N5_269_039G2	N5_269	39	NIH5	32003748	4717761706	147.4127876	12740138	0.993011194
N5_269_055G1	N5_269	55	NIH5	24657838	3654740258	148.2181957	10666119	0.994071216
N5_271_000G1	N5_271	0	NIH5	25372874	3500199846	137.9504681	20095409	0.972573702
N5_271_007G1	N5_271	7	NIH5	23999692	3308983184	137.8760687	16798623	0.982879239
N5_271_009G1	N5_271	9	NIH5	225330	31571132	140.1106466	1189132	0.405196822
N5_271_010G1	N5_271	10	NIH5	210902	28615170	135.6799367	279325	0.403258385
N5_271_010G2	N5_271	10	NIH5	499716	71292444	142.6659222	3683326	0.787719425
N5_271_021G1	N5_271	21	NIH5	437234	59737916	136.6268771	5044897	0.68769812
N5_272_000G1	N5_272	0	NIH5	189248454	27502314912	145.3238551	63303845	0.961850912
N5_272_005G1	N5_272	5	NIH5	24197800	3569861026	147.5283301	11742973	0.993844895
N5_272_005G2	N5_272	5	NIH5	10950108	1609177766	146.9554242	5600757	0.991382277
N5_272_006G1	N5_272	6	NIH5	21960574	3166029400	144.1687909	23057591	0.993245213
N5_272_007G1	N5_272	7	NIH5	27748292	4091552134	147.4523958	23099081	0.991895826
N5_272_007G2	N5_272	7	NIH5	22843978	3153086204	138.0270198	23047750	0.989089553
N5_272_008G1	N5_272	8	NIH5	11456566	1686241740	147.1856174	24250523	0.984350372
N5_272_009G1	N5_272	9	NIH5	24126310	3518914134	145.8538058	25851696	0.979473861
N5_272_009G2	N5_272	9	NIH5	463240	66052922	142.5889863	4026723	0.591522753
N5_272_010G1	N5_272	10	NIH5	1090564	147334770	135.099609	5081791	0.669994608
N5_272_021G1	N5_272	21	NIH5	19198942	2836294876	147.7318321	4942042	0.992596467
N5_272_042G1	N5_272	42	NIH5	25212080	3657769940	145.0800545	39781461	0.967332683
N5_273_000G1	N5_273	0	NIH5	204541904	29787648598	145.6310322	23719677	0.977911959
N5_273_006G1	N5_273	6	NIH5	12333132	1805098678	146.3617415	4897205	0.994610453
N5_273_006G2	N5_273	6	NIH5	12863824	1905769366	148.1495212	4873940	0.994014688
N5_273_007G1	N5_273	7	NIH5	24615856	3486358184	141.630589	15977038	0.979481274
N5_273_008G1	N5_273	8	NIH5	24582894	3622747476	147.3686327	15978396	0.984569717
N5_273_011G1	N5_273	11	NIH5	21109302	3109851842	147.3213961	16001244	0.988278343
N5_273_011G2	N5_273	11	NIH5	22518478	3327080248	147.7488953	15976476	0.986089824
N5_273_015G1	N5_273	15	NIH5	5959852	852134022	142.9790575	9907324	0.968433612
N5_273_015G2	N5_273	15	NIH5	1640568	229798266	140.072381	4895018	0.906694511
N5_273_016G1	N5_273	16	NIH5	31388504	4473157432	142.5094178	4904670	0.99284308
N5_273_034G1	N5_273	34	NIH5	24079566	3526886650	146.4680323	4946001	0.992809837
N5_273_055G1	N5_273	55	NIH5	23449928	3448766434	147.0693826	18447549	0.985904861
N5_274_000G1	N5_274	0	NIH5	19302434	2839255940	147.0931562	31134646	0.981461716
N5_274_033G1	N5_274	33	NIH5	11745424	1734241432	147.6525183	18146442	0.988308468
N5_274_056G1	N5_274	56	NIH5	7557010	1105014508	146.2237721	25520999	0.972412634
N5_275_000G1	N5_275	0	NIH5	45473068	6559904630	144.2591168	75682739	0.905035856
N5_275_008G1	N5_275	8	NIH5	9765468	1308818554	134.0251746	48618058	0.60939701
N5_275_017G1	N5_275	17	NIH5	22377920	3290669032	147.0498166	8073923	0.990068514
N5_275_028G1	N5_275	28	NIH5	13329680	1960417044	147.0715759	23198905	0.97656778
N5_278_000G1	N5_278	0	NIH5	459951438	67506491604	146.7687369	98587780	0.906743279
N5_278_016G1	N5_278	16	NIH5	40894218	5997002670	146.6467135	30632557	0.98490794
N5_278_017G1	N5_278	17	NIH5	21769064	3174899018	145.8445351	30582510	0.98152153
N5_278_020G1	N5_278	20	NIH5	31490812	4643983456	147.471061	27140476	0.983299986
N5_278_020G2	N5_278	20	NIH5	30118300	4424486590	146.9035965	31657665	0.979747496
N5_278_021G1	N5_278	21	NIH5	22716538	3336976118	146.8963324	34895365	0.964474736
N5_278_022G1	N5_278	22	NIH5	24534548	3597473962	146.6289072	30642475	0.977167054
N5_278_024G1	N5_278	24	NIH5	32514574	4795111234	147.4757515	35403708	0.983490573
N5_278_024G2	N5_278	24	NIH5	19799152	2914324170	147.1943935	33990110	0.982064989
N5_278_026G1	N5_278	26	NIH5	20823118	3027572192	145.3947575	39068764	0.918753474
N5_278_028G1	N5_278	28	NIH5	11110646	1594830996	143.5407983	19767157	0.969132308
N5_278_029G1	N5_278	29	NIH5	23888672	3506098624	146.7682517	37520107	0.940690173
N5_278_032G1	N5_278	32	NIH5	13947896	2061486048	147.7990693	6315395	0.995563417
N5_278_033G1	N5_278	33	NIH5	26359086	3887305100	147.474958	6330348	0.993966293
N5_278_033G2	N5_278	33	NIH5	31474404	4649475420	147.7224293	6350938	0.993865873
N5_278_048G1	N5_278	48	NIH5	24300030	3566859770	146.7841715	21963435	0.957838283
N5_278_057G1	N5_278	57	NIH5	32028182	4701344374	146.7877376	23122487	0.914300475
N5_278_063G1	N5_278	63	NIH5	18278606	2678977120	146.5635355	29596552	0.939194269
N5_278_096G1	N5_278	96	NIH5	20318114	2974366500	146.3898913	60255647	0.967405538
N5_278_104G1	N5_278	104	NIH5	13585478	1973918242	145.2961936	57073099	0.939191613
N5_279_000G1	N5_279	0	NIH5	41128218	5929713478	144.1762801	38469770	0.972802493
N5_279_012G1	N5_279	12	NIH5	19174642	2684218418	139.9879287	16359911	0.989593235
N5_279_041G1	N5_279	41	NIH5	21953576	3245495060	147.8344603	27698811	0.965500381
N5_281_000G1	N5_281	0	NIH5	55870756	8252629782	147.7092915	29749993	0.972600961
N5_281_015G1	N5_281	15	NIH5	20134012	2974599192	147.7400129	19726467	0.976859803
N5_281_031G1	N5_281	31	NIH5	35736744	5278030590	147.6919831	17168955	0.990457832
N5_282_000G1	N5_282	0	NIH5	82501292	11871937648	143.900021	72753674	0.960432062
N5_282_016G1	N5_282	16	NIH5	32426658	4666222880	143.9008263	42641268	0.959458388
N5_282_032G1	N5_282	32	NIH5	18546560	2703432646	145.7646402	44684986	0.978610427
N5_282_032G2	N5_282	32	NIH5	31528074	4502282122	142.8023203	51472842	0.967066939
S2_001_000G1	S2_001	0	Sloan2	384027480	55949337188	145.6909729	29040087	0.971112557
S2_001_010G1	S2_001	10	Sloan2	21570566	3112410492	144.2896998	11630461	0.992292228
S2_001_011G1	S2_001	11	Sloan2	19830084	2855604148	144.0036335	4977575	0.990026719
S2_001_012G1	S2_001	12	Sloan2	26002826	3743604508	143.9691404	6565728	0.99463266
S2_001_013G1	S2_001	13	Sloan2	25603222	3687073062	144.0081667	12041406	0.991669095
S2_001_014G1	S2_001	14	Sloan2	24904532	3597401802	144.4476773	17428792	0.991990092
S2_001_015G1	S2_001	15	Sloan2	20065878	2905944378	144.8201957	16692642	0.990964811
S2_001_016G1	S2_001	16	Sloan2	29658366	4296379730	144.8623208	17692637	0.994526334
S2_001_017G1	S2_001	17	Sloan2	17215502	2495908598	144.9802973	17368092	0.990317157
S2_001_018G1	S2_001	18	Sloan2	26421940	3849526654	145.6943227	17651513	0.990421559
S2_001_019G1	S2_001	19	Sloan2	22527932	3256960818	144.5743363	18013828	0.99023035
S2_001_020G1	S2_001	20	Sloan2	26982868	3913003600	145.0180759	18353716	0.991707479
S2_001_021G1	S2_001	21	Sloan2	18503840	2666355002	144.0973875	17463710	0.989265363
S2_001_023G1	S2_001	23	Sloan2	21832690	3245176912	148.6384368	17950473	0.991805911
S2_001_024G1	S2_001	24	Sloan2	20675444	3074118242	148.6845091	17906174	0.99058337
S2_001_025G1	S2_001	25	Sloan2	23080640	3424337322	148.3640541	23180512	0.990568242
S2_001_026G1	S2_001	26	Sloan2	23773198	3535922590	148.7356724	23672779	0.987759198
S2_001_027G1	S2_001	27	Sloan2	15377952	2289609330	148.8890933	24095384	0.989472655
S2_002_000G1	S2_002	0	Sloan2	397318956	59108184224	148.7675917	82984833	0.901449661
S2_002_005G1	S2_002	5	Sloan2	7683320	1131623758	147.2831742	41838550	0.950868505
S2_002_007G1	S2_002	7	Sloan2	1012772	147680082	145.8176984	335573	0.035766194
S2_002_010G1	S2_002	10	Sloan2	20801990	3100417242	149.0442617	4526166	0.922638892
S2_002_011G1	S2_002	11	Sloan2	23548658	3508945704	149.0083088	13194103	0.972317616
S2_002_012G1	S2_002	12	Sloan2	25751052	3836959490	149.0020481	15933747	0.98423711
S2_002_013G1	S2_002	13	Sloan2	14175548	2112779296	149.0439238	13103992	0.980417053
S2_002_014G1	S2_002	14	Sloan2	21508984	3204766726	148.9966577	13261396	0.985102504
S2_002_015G1	S2_002	15	Sloan2	28456162	4241025008	149.0371403	11627737	0.768265868
S2_002_016G1	S2_002	16	Sloan2	5398512	802942874	148.7341093	16141904	0.964232737
S2_002_017G1	S2_002	17	Sloan2	28527752	4248951014	148.9409686	16384282	0.984433509
S2_002_018G1	S2_002	18	Sloan2	28877526	4290321490	148.5695655	17481199	0.975399382
S2_002_019G1	S2_002	19	Sloan2	26804562	3993869834	148.9996305	17039140	0.980020752
S2_002_020G1	S2_002	20	Sloan2	29089650	4323558252	148.6287478	17214363	0.985155442
S2_002_022G1	S2_002	22	Sloan2	19402148	2881973320	148.5388793	30450843	0.973683842
S2_002_023G1	S2_002	23	Sloan2	19222884	2853284788	148.4316707	25931400	0.978542658
S2_002_024G1	S2_002	24	Sloan2	24249396	3612341998	148.966267	25369264	0.988619263
S2_002_026G1	S2_002	26	Sloan2	22389338	3319587434	148.2664398	45649635	0.966300433
S2_002_027G1	S2_002	27	Sloan2	25183248	3743428094	148.6475491	38080630	0.964668815
S2_002_028G1	S2_002	28	Sloan2	25235454	3753727820	148.7481787	31972416	0.977867606
S2_003_000G1	S2_003	0	Sloan2	415324320	61774387768	148.7377088	39822798	0.969565247
S2_003_005G1	S2_003	5	Sloan2	25469564	3792284478	148.8947545	19410848	0.990269091
S2_003_007G1	S2_003	7	Sloan2	26524650	3952245858	149.0027525	20156583	0.990700198
S2_003_008G1	S2_003	8	Sloan2	34503722	5136392282	148.8648756	13822749	0.97726396
S2_003_009G1	S2_003	9	Sloan2	21472796	3191895592	148.6483452	11298139	0.945265302
S2_003_010G1	S2_003	10	Sloan2	24088076	3579862752	148.6155537	9985601	0.987871634
S2_003_011G1	S2_003	11	Sloan2	1905530	277684764	145.7257372	10045180	0.948666775
S2_003_012G1	S2_003	12	Sloan2	20697472	3079452622	148.7839975	17136587	0.991112441
S2_003_013G1	S2_003	13	Sloan2	34503192	5137608594	148.9024144	17001302	0.991283299
S2_003_014G1	S2_003	14	Sloan2	20292318	3023394346	148.9920642	17011265	0.993196539
S2_003_015G1	S2_003	15	Sloan2	34144792	5088284344	149.0208036	17573209	0.99116322
S2_003_016G1	S2_003	16	Sloan2	25829212	3839928000	148.6660917	17353626	0.991044946
S2_003_017G1	S2_003	17	Sloan2	31609852	4701986724	148.7506719	17512301	0.995024558
S2_003_018G1	S2_003	18	Sloan2	22765384	3389448926	148.8860863	18160550	0.994342946
S2_003_019G1	S2_003	19	Sloan2	24012732	3563890438	148.4166999	21930467	0.991080399
S2_003_020G1	S2_003	20	Sloan2	19981994	2971390348	148.7033951	23053900	0.988149181
S2_003_021G1	S2_003	21	Sloan2	47523034	7048637700	148.3204481	26050689	0.989374689
S2_004_000G1	S2_004	0	Sloan2	474178390	70468704428	148.6122226	91612705	0.843928105
S2_004_006G1	S2_004	6	Sloan2	20480118	3042865206	148.5765466	11667689	0.985630649
S2_004_007G1	S2_004	7	Sloan2	26816682	3987393244	148.6907755	23770592	0.893805468
S2_004_008G1	S2_004	8	Sloan2	20574710	3064430772	148.9416265	18103427	0.86114283
S2_004_009G1	S2_004	9	Sloan2	33804002	5035868246	148.9725461	20187341	0.84824566
S2_004_010G1	S2_004	10	Sloan2	24061624	3578253200	148.7120404	35472934	0.944513887
S2_004_011G1	S2_004	11	Sloan2	22455072	3314816584	147.619949	36706833	0.97013187
S2_004_012G1	S2_004	12	Sloan2	25635330	3777421510	147.3521702	50184181	0.938586318
S2_004_013G1	S2_004	13	Sloan2	22223674	3300775964	148.5252152	32421071	0.930835289
S2_004_014G1	S2_004	14	Sloan2	24400592	3628097800	148.6889253	36283026	0.897781292
S2_004_015G1	S2_004	15	Sloan2	8838900	1315560102	148.8375366	36057767	0.948199663
S2_004_016G1	S2_004	16	Sloan2	22311600	3316995566	148.6668623	45368013	0.92733345
S2_004_017G1	S2_004	17	Sloan2	28579308	4251533608	148.7626505	53285960	0.955862192
S2_004_018G1	S2_004	18	Sloan2	18727980	2785115072	148.7141204	45930865	0.975608955
S2_004_019G1	S2_004	19	Sloan2	26403072	3926997772	148.7326085	44711874	0.972231072
S2_004_020G1	S2_004	20	Sloan2	13481254	2003908364	148.6440626	38626365	0.974275835
S2_004_021G1	S2_004	21	Sloan2	31788894	4732158022	148.86199	42360608	0.983861439
S2_004_023G1	S2_004	23	Sloan2	23221676	3454682496	148.7697312	54606691	0.973520258
S2_004_025G1	S2_004	25	Sloan2	21078422	3127627770	148.3805462	48996154	0.950046355
S2_004_026G1	S2_004	26	Sloan2	34035678	5055127812	148.5243753	46513345	0.978261899
S2_004_027G1	S2_004	27	Sloan2	3953320	588153358	148.7745384	19695291	0.954392258
S2_004_028G1	S2_004	28	Sloan2	21306482	3180921960	149.2936262	27693583	0.964969581
S2_005_000G1	S2_005	0	Sloan2	476249820	70557695334	148.1526971	41716281	0.865207834
S2_005_005G1	S2_005	5	Sloan2	19148288	2858648776	149.2900449	6093458	0.983293911
S2_005_006G1	S2_005	6	Sloan2	14466932	2159585546	149.277369	2797181	0.936847564
S2_005_007G1	S2_005	7	Sloan2	13973462	2078410076	148.7398095	10545742	0.85339188
S2_005_008G1	S2_005	8	Sloan2	19691578	2929322018	148.760146	10433316	0.980166191
S2_005_011G1	S2_005	11	Sloan2	21183404	3146050948	148.5148916	20263916	0.977705094
S2_005_014G1	S2_005	14	Sloan2	27123952	4031779224	148.642765	22181047	0.978723602
S2_005_015G1	S2_005	15	Sloan2	20944832	3113632512	148.6587485	21889932	0.980330088
S2_005_016G1	S2_005	16	Sloan2	17732658	2613870000	147.4042978	17814535	0.972171741
S2_005_017G1	S2_005	17	Sloan2	27617362	4077965940	147.6595027	17420355	0.975621676
S2_005_018G1	S2_005	18	Sloan2	25976044	3841973508	147.9044888	19721724	0.979701028
S2_005_019G1	S2_005	19	Sloan2	22511786	3326244376	147.7556857	24098026	0.975445529
S2_005_020G1	S2_005	20	Sloan2	24070426	3560273308	147.9106896	23855082	0.979259279
S2_005_021G1	S2_005	21	Sloan2	21741222	3212023030	147.7388451	24695841	0.976818276
S2_005_022G1	S2_005	22	Sloan2	27751348	4108053210	148.0307627	24718602	0.978009861
S2_005_023G1	S2_005	23	Sloan2	38737118	5744503112	148.2945404	14217912	0.823630116
S2_005_024G1	S2_005	24	Sloan2	27410490	4054931630	147.9335696	24692533	0.980457226
S2_005_025G1	S2_005	25	Sloan2	27933696	4130507046	147.8682608	24592119	0.967293694
S2_005_026G1	S2_005	26	Sloan2	44072098	6512032392	147.7586202	24782891	0.9785872
S2_005_027G1	S2_005	27	Sloan2	19740014	2914600266	147.6493515	24639952	0.980215465
S2_005_028G1	S2_005	28	Sloan2	14423110	2143288416	148.6009894	24654307	0.983284396
S2_006_000G1	S2_006	0	Sloan2	636078632	93887556140	147.6036946	67816492	0.830580074
S2_006_005G1	S2_006	5	Sloan2	346882	50061712	144.3191402	28597891	0.475311489
S2_006_006G1	S2_006	6	Sloan2	581040	82333216	141.6997384	70782830	0.583791133
S2_006_007G1	S2_006	7	Sloan2	434066	62881906	144.8671538	42671213	0.505807873
S2_006_008G1	S2_006	8	Sloan2	845672	121629198	143.8254997	18280577	0.395775194
S2_006_009G1	S2_006	9	Sloan2	31366982	4680374714	149.2134217	14940249	0.983726965
S2_006_010G1	S2_006	10	Sloan2	10268288	1527305372	148.7400209	8318222	0.96713532
S2_006_011G1	S2_006	11	Sloan2	28982722	4321522388	149.1068502	19299486	0.969835373
S2_006_012G1	S2_006	12	Sloan2	19755200	2944099968	149.0291148	16292990	0.974150097
S2_006_013G1	S2_006	13	Sloan2	28628812	4261846018	148.8656259	27149552	0.957452339
S2_006_014G1	S2_006	14	Sloan2	16604674	2473029170	148.9357256	21745330	0.970743298
S2_006_015G1	S2_006	15	Sloan2	23941748	3568958770	149.0684293	30475981	0.963952381
S2_006_016G1	S2_006	16	Sloan2	64240010	9380125294	146.0168716	34041984	0.935145325
S2_006_018G1	S2_006	18	Sloan2	40018712	5956542628	148.8439365	6590559	0.815277863
S2_006_019G1	S2_006	19	Sloan2	78000332	11348876216	145.4977937	34639069	0.93359336
S2_006_020G1	S2_006	20	Sloan2	35006642	5199570820	148.5309793	43348774	0.957224318
S2_006_021G1	S2_006	21	Sloan2	65563510	9596151342	146.3642099	41016464	0.934977108
S2_006_022G1	S2_006	22	Sloan2	28695744	4255860478	148.3098148	42887078	0.949181941
S2_006_023G1	S2_006	23	Sloan2	75854732	11105793628	146.4087122	33678964	0.944046747
S2_006_026G1	S2_006	26	Sloan2	31781954	4731385528	148.8701899	41227877	0.981381856
S2_006_027G1	S2_006	27	Sloan2	55160910	8219207774	149.0042092	40877331	0.982963171
S2_008_000G1	S2_008	0	Sloan2	316022042	46746801256	147.9225973	93833799	0.914165557
S2_008_007G1	S2_008	7	Sloan2	1126180	161514806	143.4182866	166807625	0.577820597
S2_008_008G1	S2_008	8	Sloan2	5622384	827942098	147.2581912	2876564	0.20108783
S2_008_010G1	S2_008	10	Sloan2	25776440	3808118464	147.7364005	12142098	0.985637621
S2_008_011G1	S2_008	11	Sloan2	39916968	5919040052	148.2838088	15436434	0.97931624
S2_008_012G1	S2_008	12	Sloan2	24450470	3618117580	147.9774246	22554006	0.978753169
S2_008_014G1	S2_008	14	Sloan2	27612440	4082186630	147.8386781	30191933	0.981234364
S2_008_015G1	S2_008	15	Sloan2	28148522	4159436488	147.7674916	32805782	0.987024079
S2_008_017G1	S2_008	17	Sloan2	20549830	3047556610	148.3008185	28760417	0.985952828
S2_008_020G1	S2_008	20	Sloan2	23220124	3437285818	148.0304678	45350568	0.986986934
S2_008_021G1	S2_008	21	Sloan2	17162084	2544879172	148.2849735	41879137	0.97558152
S2_008_023G1	S2_008	23	Sloan2	23071396	3406753366	147.6613451	44181600	0.984167581
S2_008_024G1	S2_008	24	Sloan2	24986466	3694643154	147.8657748	47106658	0.985026094
S2_008_026G1	S2_008	26	Sloan2	32725820	4827645566	147.5179405	55186343	0.779453013
S2_008_027G1	S2_008	27	Sloan2	21652918	3211681452	148.3255722	55030094	0.714172704
S2_009_000G1	S2_009	0	Sloan2	409946394	60877264732	148.5005494	42646848	0.90519891
S2_009_005G1	S2_009	5	Sloan2	624134	86785170	139.0489382	6208971	0.414021668
S2_009_008G1	S2_009	8	Sloan2	12812784	1903380542	148.5532373	19892970	0.812781906
S2_009_009G1	S2_009	9	Sloan2	3156514	460649556	145.9361676	17702656	0.840563672
S2_009_010G1	S2_009	10	Sloan2	29423118	4393326990	149.3154801	6128110	0.97415002
S2_009_011G1	S2_009	11	Sloan2	20481830	3035443644	148.201779	14527349	0.96101403
S2_009_012G1	S2_009	12	Sloan2	8651706	1285644090	148.6000669	18438370	0.938021703
S2_009_013G1	S2_009	13	Sloan2	10912662	1625134424	148.9219059	15142657	0.968908503
S2_009_014G1	S2_009	14	Sloan2	17082174	2547055706	149.1060626	14152436	0.968188944
S2_009_015G1	S2_009	15	Sloan2	17647302	2622323010	148.5962562	14156977	0.962604142
S2_009_016G1	S2_009	16	Sloan2	25830988	3840888126	148.6930398	13862804	0.94523508
S2_009_017G1	S2_009	17	Sloan2	19747040	2934975242	148.6286168	14301727	0.96794669
S2_009_018G1	S2_009	18	Sloan2	19904502	2962279800	148.8246126	14329047	0.974354947
S2_009_019G1	S2_009	19	Sloan2	19407972	2879484164	148.366051	14305331	0.967709042
S2_009_020G1	S2_009	20	Sloan2	32130168	4753567910	147.947185	14083696	0.955275615
S2_009_021G1	S2_009	21	Sloan2	17749062	2640704558	148.7799501	12462576	0.980425388
S2_009_022G1	S2_009	22	Sloan2	18560572	2754105122	148.3847115	14547188	0.956145263
S2_009_023G1	S2_009	23	Sloan2	21561268	3195528564	148.2068941	14230415	0.96720986
S2_009_024G1	S2_009	24	Sloan2	25060468	3716813232	148.3137997	14216571	0.969579419
S2_009_025G1	S2_009	25	Sloan2	21576150	3197418244	148.1922514	16365503	0.963487694
S2_009_026G1	S2_009	26	Sloan2	26181698	3892972142	148.6905907	19798138	0.948401055
S2_009_027G1	S2_009	27	Sloan2	21075510	3125143548	148.2831755	14228169	0.965397089
S2_009_028G1	S2_009	28	Sloan2	20368772	3023640948	148.4449307	19297822	0.963257873
S2_010_000G1	S2_010	0	Sloan2	396843758	58168453256	146.57772	59151950	0.846505364
S2_010_005G1	S2_010	5	Sloan2	188836	25090814	132.870925	3750757	0.288970323
S2_010_006G1	S2_010	6	Sloan2	376760	47442788	125.9231022	2148654	0.195140142
S2_010_007G1	S2_010	7	Sloan2	1033112	134238850	129.9363961	3748721	0.176421337
S2_010_008G1	S2_010	8	Sloan2	37592698	5505244126	146.444507	6353919	0.992113921
S2_010_009G1	S2_010	9	Sloan2	20712096	2910127144	140.5037493	6341154	0.984418622
S2_010_010G1	S2_010	10	Sloan2	18943796	2777187224	146.601411	6327053	0.880251455
S2_010_011G1	S2_010	11	Sloan2	22753942	3257524914	143.1631018	6345003	0.984747434
S2_010_012G1	S2_010	12	Sloan2	19947072	2914778364	146.1256251	8109288	0.982968077
S2_010_014G1	S2_010	14	Sloan2	21682976	2878728356	132.7644488	17721051	0.977962342
S2_010_016G1	S2_010	16	Sloan2	24099028	3588452590	148.9044533	25736322	0.984322148
S2_010_017G1	S2_010	17	Sloan2	47828482	7014694476	146.6635399	28867300	0.978453006
S2_010_018G1	S2_010	18	Sloan2	20034012	2994361610	149.4639022	31841625	0.969583726
S2_010_019G1	S2_010	19	Sloan2	14673486	2158391278	147.0946494	23145746	0.96954248
S2_010_021G1	S2_010	21	Sloan2	24431946	3646004544	149.2310332	33011732	0.968498825
S2_010_022G1	S2_010	22	Sloan2	36812430	5503705028	149.5067027	35444990	0.99375719
S2_010_023G1	S2_010	23	Sloan2	16968908	2535777784	149.43671	33188674	0.988973834
S2_010_024G1	S2_010	24	Sloan2	25169612	3762345822	149.4796909	35394175	0.963606431
S2_010_026G1	S2_010	26	Sloan2	17549404	2622504078	149.4355066	38093285	0.985317336
S2_010_030G1	S2_010	30	Sloan2	26045162	3891853466	149.4271169	44455187	0.975928466
S2_011_000G1	S2_011	0	Sloan2	537506078	79877113262	148.6069024	54420964	0.920288366
S2_011_007G1	S2_011	7	Sloan2	19372616	2871702484	148.235142	28135864	0.983423818
S2_011_008G1	S2_011	8	Sloan2	28962418	4296649706	148.3525894	24178460	0.984856202
S2_011_009G1	S2_011	9	Sloan2	29279914	4342776198	148.3192949	23992678	0.988653519
S2_011_010G1	S2_011	10	Sloan2	27255498	4050122964	148.5983842	36069825	0.989332097
S2_011_011G1	S2_011	11	Sloan2	32268284	4788818030	148.4063432	27362975	0.965477681
S2_011_012G1	S2_011	12	Sloan2	26681402	3959638036	148.4044218	28687286	0.933795758
S2_011_013G1	S2_011	13	Sloan2	30745974	4561164570	148.3499781	29820695	0.977595343
S2_011_014G1	S2_011	14	Sloan2	19677390	2920390234	148.4134956	33534803	0.968260069
S2_011_015G1	S2_011	15	Sloan2	23845182	3535549798	148.2710343	33114346	0.97604472
S2_011_016G1	S2_011	16	Sloan2	35329736	5236852882	148.2279087	34016622	0.971410089
S2_011_017G1	S2_011	17	Sloan2	29608556	4389850956	148.2629195	29640577	0.969653333
S2_011_018G1	S2_011	18	Sloan2	19447410	2901146242	149.1790548	32992661	0.974792993
S2_011_019G1	S2_011	19	Sloan2	26095564	3889982390	149.0668065	32731584	0.959034647
S2_011_020G1	S2_011	20	Sloan2	37359948	5565742634	148.9761879	32500156	0.971651165
S2_011_021G1	S2_011	21	Sloan2	23671776	3521464350	148.7621524	32660848	0.970556033
S2_011_022G1	S2_011	22	Sloan2	19897056	2971265860	149.3319343	33069811	0.977908692
S2_011_023G1	S2_011	23	Sloan2	21622808	3220904554	148.9586623	35584154	0.981109392
S2_011_024G1	S2_011	24	Sloan2	13418394	1997591688	148.8696552	30884031	0.836518886
