public_code	infant	DOL	campaign	reads	read_bases	read_length	assembly_length	assembly_completeness
N2_071_023G1	N2_071	23	NIH2	31732446	3163015414	99.67764269	22318089	0.988873281
N2_071_025G1	N2_071	25	NIH2	37302026	3717540576	99.66055399	27465334	0.989633566
N2_071_027G1	N2_071	27	NIH2	21852506	2179209486	99.72355052	29623014	0.982109054
N2_071_029G1	N2_071	29	NIH2	52621716	5243940336	99.65354106	30969074	0.987911664
N2_071_030G1	N2_071	30	NIH2	51519796	5130604270	99.58510453	35451865	0.982348746
N2_088_000G1	N2_088	0	NIH2	321210698	31977921474	99.55434758	63001277	0.900842372
N2_088_008G1	N2_088	8	NIH2	45461214	4529645910	99.63759239	24656125	0.875204806
N2_088_010G1	N2_088	10	NIH2	28159280	2802645550	99.52831003	12572390	0.978000148
N2_088_013G1	N2_088	13	NIH2	53373252	5309693082	99.48228528	16694329	0.895074765
N2_088_015G1	N2_088	15	NIH2	31335174	3120101852	99.57186936	19411606	0.91355411
N2_088_018G1	N2_088	18	NIH2	28514774	2839937866	99.59531385	19512323	0.945546193
N2_088_022G1	N2_088	22	NIH2	38397964	3822277566	99.54375617	29246834	0.949319995
N2_088_027G1	N2_088	27	NIH2	29203918	2910272028	99.65347896	26307148	0.910983725
N2_088_034G1	N2_088	34	NIH2	37134028	3695478334	99.51730348	29021971	0.950443458
N2_088_042G1	N2_088	42	NIH2	29631094	2947869286	99.48567157	41464547	0.924740241
N2_093_000G1	N2_093	0	NIH2	173863606	17318086202	99.60731058	27128002	0.962048504
N2_093_007G1	N2_093	7	NIH2	46432600	4618446034	99.46559172	20632363	0.92967708
N2_093_008G1	N2_093	8	NIH2	38718202	3858789674	99.66345219	15720418	0.983731218
N2_093_008G2	N2_093	8	NIH2	38376282	3828302974	99.75700549	16510601	0.975387975
N2_093_009G1	N2_093	9	NIH2	26702082	2661466838	99.67263369	12496637	0.99443388
N2_093_010G1	N2_093	10	NIH2	23634440	2351080682	99.47689397	5387371	0.980463468
N3_172_000G1	N3_172	0	NIH3	184169172	26187652830	142.1934656	49903282	0.94944686
N3_172_026G1	N3_172	26	NIH3	20779958	3130711948	150.6601673	21045648	0.964069417
N3_172_030G1	N3_172	30	NIH3	20754330	3122687240	150.4595542	22608616	0.968546419
N3_172_032G1	N3_172	32	NIH3	19477350	2946253936	151.2656463	26120036	0.959135149
N3_172_050G1	N3_172	50	NIH3	21220226	3170553762	149.4118753	4918779	0.98358943
N3_172_051G1	N3_172	51	NIH3	19459836	2937369354	150.9452266	8576216	0.978103258
N3_172_052G1	N3_172	52	NIH3	20045942	2376661530	118.5607306	5045257	0.97605241
N3_172_052G2	N3_172	52	NIH3	21920886	2804499880	127.9373416	7312738	0.976576996
N3_172_053G1	N3_172	53	NIH3	18744682	2830174398	150.9854581	19983490	0.974623683
N3_172_070G1	N3_172	70	NIH3	21765962	2868740782	131.7994023	8755092	0.967350398
N3_173_000G1	N3_173	0	NIH3	122622528	18603943312	151.7171731	59797625	0.985844616
N3_173_016G1	N3_173	16	NIH3	21125914	3209787656	151.9360372	35078623	0.983942328
N3_173_017G1	N3_173	17	NIH3	19464544	2993594166	153.7972925	15382366	0.983523991
N3_173_019G1	N3_173	19	NIH3	21442826	3180732514	148.3355092	37589473	0.9804273
N3_173_021G1	N3_173	21	NIH3	18421600	2839602376	154.145263	39385633	0.985245147
N3_173_022G1	N3_173	22	NIH3	21964450	3314537306	150.9046348	40387395	0.979446833
N3_173_039G1	N3_173	39	NIH3	20203194	3065689294	151.7428033	18479013	0.984851801
N3_174_000G1	N3_174	0	NIH3	137219806	20190023120	147.1363625	59266018	0.922933341
N3_174_015G1	N3_174	15	NIH3	22262226	3252526390	146.1006815	20861483	0.98194053
N3_174_017G1	N3_174	17	NIH3	23057908	3513770048	152.3889352	12234007	0.984117553
N3_174_021G1	N3_174	21	NIH3	23043626	3161858792	137.2118603	18761714	0.981551211
N3_174_023G1	N3_174	23	NIH3	13889304	2021113202	145.5158014	27901959	0.967719981
N3_174_034G1	N3_174	34	NIH3	16144648	2492808604	154.4046426	32893945	0.917949465
N3_174_037G1	N3_174	37	NIH3	20527736	2942496202	143.3424612	24545906	0.930141639
N3_174_038G1	N3_174	38	NIH3	18294358	2805449882	153.3505511	36238869	0.946627315
N3_175_000G1	N3_175	0	NIH3	145677816	21371202770	146.7018339	84653403	0.922754848
N3_175_017G1	N3_175	17	NIH3	18581250	2742117064	147.5744131	29365154	0.974086135
N3_175_018G1	N3_175	18	NIH3	20874840	2850513692	136.5526007	30998253	0.963006136
N3_175_019G1	N3_175	19	NIH3	18243320	2559638260	140.3055069	31973665	0.968554298
N3_175_020G1	N3_175	20	NIH3	16983930	2530494084	148.9934358	17222906	0.963674426
N3_175_032G1	N3_175	32	NIH3	15515042	2379571740	153.3719174	17629433	0.950306677
N3_175_035G1	N3_175	35	NIH3	17598878	2616005920	148.6461762	27737299	0.949583434
N3_175_046G1	N3_175	46	NIH3	19471114	2911930052	149.5512816	41442878	0.965843454
N3_175_051G1	N3_175	51	NIH3	18409442	2780931958	151.0600896	48252446	0.955562803
N3_176_000G1	N3_176	0	NIH3	209890746	29572327970	140.8939104	68627444	0.953114079
N3_176_013G1	N3_176	13	NIH3	17002038	2546239174	149.7608213	16324343	0.972590815
N3_176_014G1	N3_176	14	NIH3	16799548	2516929628	149.8212707	18681374	0.969561562
N3_176_015G1	N3_176	15	NIH3	20779430	2909065424	139.9973639	20330785	0.969224661
N3_176_027G1	N3_176	27	NIH3	23889388	3289358254	137.6911897	28520742	0.973159338
N3_176_035G1	N3_176	35	NIH3	20140492	2680880046	133.1089651	40325400	0.961110384
N3_176_038G1	N3_176	38	NIH3	45924796	6322349398	137.6674465	53306864	0.964921521
N3_176_045G1	N3_176	45	NIH3	21613100	2872246696	132.8937865	48884502	0.964424724
N3_177_000G1	N3_177	0	NIH3	252337492	36423753498	144.3453892	42395707	0.880091053
N3_177_009G1	N3_177	9	NIH3	22973006	3062267824	133.2985254	26065601	0.923295497
N3_177_018G1	N3_177	18	NIH3	20008666	2706069486	135.2448727	22857014	0.959352263
N3_177_024G1	N3_177	24	NIH3	21244488	2976367542	140.1006954	25710432	0.869027439
N3_178_000G1	N3_178	0	NIH3	139260650	19852312320	142.5550744	56683145	0.930830841
N3_178_011G1	N3_178	11	NIH3	15911358	2432754358	152.8942004	23227352	0.956957665
N3_178_011G2	N3_178	11	NIH3	22669612	3025315080	133.452442	32333665	0.951652018
N3_178_012G1	N3_178	12	NIH3	23141686	3105627878	134.2005884	33287570	0.952157678
N3_178_013G1	N3_178	13	NIH3	18242266	2734190064	149.8821508	32645411	0.933565874
N3_178_014G1	N3_178	14	NIH3	22492990	3032202830	134.80657	44983435	0.935678538
N3_178_014G2	N3_178	14	NIH3	18525708	2789271964	150.562233	25089410	0.920781057
N3_178_015G1	N3_178	15	NIH3	18277030	2732950146	149.5292258	28794856	0.919420442
N3_182_000G1	N3_182	0	NIH3	46174714	7192584586	155.7689039	26351096	0.980703616
N3_182_019G1	N3_182	19	NIH3	20061352	3120106716	155.5282374	20256668	0.984060197
N3_182_020G1	N3_182	20	NIH3	26113362	4072477870	155.9537937	24729961	0.976833661
N3_183_000G1	N3_183	0	NIH3	20357776	2668270952	131.0688826	11318489	0.973539595
N3_183_013G1	N3_183	13	NIH3	20357776	2668270952	131.0688826	11317200	0.974120896
N4_005_000G1	N4_005	0	NIH4	125985720	18503069576	146.8664034	67691544	0.978979895
N4_005_008G1	N4_005	8	NIH4	38853928	5648807088	145.3857404	17145756	0.971049105
N4_005_017G1	N4_005	17	NIH4	41063212	6051056592	147.3595537	17576835	0.983276028
N4_005_026G1	N4_005	26	NIH4	46068580	6803205896	147.6756153	44777760	0.982436402
N4_079_000G1	N4_079	0	NIH4	156682726	22828358722	145.697993	35802046	0.974398767
N4_079_008G1	N4_079	8	NIH4	60739010	8918513474	146.8333691	21412327	0.972805303
N4_079_014G1	N4_079	14	NIH4	57847214	8337512588	144.12989	5294407	0.982310903
N4_079_021G1	N4_079	21	NIH4	38096502	5572332660	146.2688795	22911104	0.979054324
N4_082_000G1	N4_082	0	NIH4	285255994	41390131328	145.0982002	63885876	0.943280393
N4_082_006G1	N4_082	6	NIH4	66722674	9773637446	146.4815011	6801572	0.991274435
N4_082_007G1	N4_082	7	NIH4	56738422	8234571294	145.1321874	6525275	0.946699064
N4_082_014G1	N4_082	14	NIH4	47946918	7013716238	146.2808566	22320412	0.978412961
N4_082_020G1	N4_082	20	NIH4	48710080	7054966212	144.8358576	48352093	0.943617194
N4_082_024G1	N4_082	24	NIH4	65137900	9313240138	142.9772857	42692008	0.967362764
N4_083_000G1	N4_083	0	NIH4	145466986	21164075880	145.490578	56645598	0.921677225
N4_083_014G1	N4_083	14	NIH4	46309710	6792105958	146.666994	29352186	0.976720325
N4_083_020G1	N4_083	20	NIH4	50849156	7290384310	143.3727693	45015291	0.92383553
N4_083_024G1	N4_083	24	NIH4	48308120	7081585612	146.5920349	41157881	0.901466379
N4_087_000G1	N4_087	0	NIH4	149744824	21970571634	146.7200738	86332849	0.963196384
N4_087_009G1	N4_087	9	NIH4	36296402	5381761054	148.2725768	32635778	0.959345006
N4_087_015G1	N4_087	15	NIH4	54079376	7866711946	145.4660266	35952440	0.971933182
N4_087_026G1	N4_087	26	NIH4	59369046	8722098634	146.9132355	50335698	0.975528291
N4_089_000G1	N4_089	0	NIH4	363480576	53681510690	147.6874261	43601713	0.961703318
N4_089_008G1	N4_089	8	NIH4	94267260	13881757348	147.2595825	16798848	0.97827286
N4_089_008G2	N4_089	8	NIH4	71525778	10622295590	148.5100321	16551348	0.985815603
N4_089_018G1	N4_089	18	NIH4	51207964	7566619480	147.7625527	23044654	0.951212472
N4_089_018G2	N4_089	18	NIH4	43950566	6489921618	147.6641192	22859997	0.980674629
N4_089_022G1	N4_089	22	NIH4	47191656	6970232594	147.7005298	22545820	0.976169707
N4_089_027G1	N4_089	27	NIH4	55337352	8150684060	147.2908219	25140080	0.990270586
N4_094_000G1	N4_094	0	NIH4	274156614	40359576880	147.2135809	45691619	0.967566035
N4_094_008G1	N4_094	8	NIH4	43308000	6414500368	148.113521	15391854	0.986541332
N4_094_010G1	N4_094	10	NIH4	58443984	8647673430	147.9651598	11950658	0.986786459
N4_094_010G2	N4_094	10	NIH4	3365612	498116480	148.0017542	7980918	0.976835714
N4_094_012G1	N4_094	12	NIH4	51216502	7400527936	144.4949898	19270270	0.978019604
N4_094_018G1	N4_094	18	NIH4	61501414	9096465688	147.9066105	29777591	0.978664978
N4_094_023G1	N4_094	23	NIH4	56321102	8302292978	147.4099881	28512276	0.975756884
N4_095_000G1	N4_095	0	NIH4	208389686	30655923108	147.1086391	50467555	0.978579036
N4_095_012G1	N4_095	12	NIH4	47512806	6990653790	147.131992	20482369	0.979717658
N4_095_016G1	N4_095	16	NIH4	63053880	9344777654	148.2030551	22619493	0.983698577
N4_095_019G1	N4_095	19	NIH4	50154586	7357510966	146.6966743	20253717	0.983081248
N4_095_025G1	N4_095	25	NIH4	47668414	6962980698	146.0711636	29057781	0.978620119
N4_097_000G1	N4_097	0	NIH4	286050396	42020429110	146.8986923	57659086	0.970508826
N4_097_005G1	N4_097	5	NIH4	45656934	6709554810	146.9558777	16423646	0.981547031
N4_097_007G1	N4_097	7	NIH4	47999046	7097408994	147.8656262	10653130	0.981112437
N4_097_010G1	N4_097	10	NIH4	46155146	6737058216	145.9654838	22407895	0.969973727
N4_097_012G1	N4_097	12	NIH4	47409242	6939001698	146.363903	32080109	0.969873511
N4_097_027G1	N4_097	27	NIH4	46845778	6973362210	148.8578589	33547033	0.984110372
N4_097_034G1	N4_097	34	NIH4	51984250	7564043182	145.5064405	29735173	0.978111486
N4_100_000G1	N4_100	0	NIH4	390694326	57827002750	148.0108589	28881723	0.975036036
N4_100_007G1	N4_100	7	NIH4	42769990	6354662354	148.5775974	18857693	0.99295015
N4_100_009G1	N4_100	9	NIH4	50653344	7499754360	148.0603997	8975690	0.991704931
N4_100_011G1	N4_100	11	NIH4	23139548	3412390628	147.4700642	8611305	0.97463896
N4_100_013G1	N4_100	13	NIH4	18753178	2717575984	144.9128241	5288766	0.966211914
N4_100_014G1	N4_100	14	NIH4	161488710	23956479708	148.3477062	16499987	0.973612793
N4_100_017G1	N4_100	17	NIH4	93889556	13886139716	147.8986621	16983607	0.986205431
N4_101_000G1	N4_101	0	NIH4	352745808	51977360210	147.3507524	50970838	0.961183561
N4_101_012G1	N4_101	12	NIH4	44386678	6409779278	144.407727	22913236	0.937295465
N4_101_015G1	N4_101	15	NIH4	48246328	7135393538	147.8950592	25382175	0.982909767
N4_101_017G1	N4_101	17	NIH4	89081652	13166316698	147.8005448	27775629	0.981231915
N4_101_027G1	N4_101	27	NIH4	57432706	8454137510	147.200752	20033892	0.985736594
N4_101_038G1	N4_101	38	NIH4	56307462	8320097826	147.7619046	13502943	0.987680283
N4_101_042G1	N4_101	42	NIH4	57290982	8491635360	148.2194067	13684120	0.988018586
N4_103_000G1	N4_103	0	NIH4	59226246	8567217744	144.6523851	24797745	0.980911385
N4_103_020G1	N4_103	20	NIH4	39591620	5780551960	146.0044312	21611515	0.983291818
N4_103_028G1	N4_103	28	NIH4	19634626	2786665784	141.9260944	17280799	0.981456026
N4_104_000G1	N4_104	0	NIH4	199401778	28945187818	145.160129	125418500	0.889229629
N4_104_010G1	N4_104	10	NIH4	53916840	7905664994	146.6270092	24674144	0.966813522
N4_104_013G1	N4_104	13	NIH4	28593468	4194949950	146.710079	48833811	0.928722462
N4_104_021G1	N4_104	21	NIH4	70253668	9940891242	141.4999604	48170854	0.841433689
N4_104_027G1	N4_104	27	NIH4	46637802	6903681632	148.0275943	74512899	0.911468448
N4_105_000G1	N4_105	0	NIH4	206457966	30445026228	147.4635579	57034839	0.968547205
N4_105_007G1	N4_105	7	NIH4	49924818	7404430474	148.3116168	18949129	0.967377147
N4_105_010G1	N4_105	10	NIH4	51826662	7644437516	147.500094	25928236	0.975296788
N4_105_011G1	N4_105	11	NIH4	54298344	7934883276	146.1349038	23314893	0.981306907
N4_105_016G1	N4_105	16	NIH4	50408142	7461274962	148.017258	35984122	0.976153793
N4_106_000G1	N4_106	0	NIH4	286150112	42196640942	147.463304	29169990	0.973219151
N4_106_009G1	N4_106	9	NIH4	53856704	7956140746	147.727955	13765174	0.986917933
N4_106_010G1	N4_106	10	NIH4	60815814	8970806534	147.5077935	15039262	0.990122618
N4_106_011G1	N4_106	11	NIH4	55008412	8077484336	146.8408929	9385166	0.990291721
N4_106_028G1	N4_106	28	NIH4	41191838	6061362862	147.1496092	16743345	0.948091027
N4_106_051G1	N4_106	51	NIH4	39579038	5846845062	147.7258003	20964754	0.977448138
N4_106_059G1	N4_106	59	NIH4	35698306	5284001402	148.0182674	18994293	0.986331648
N4_107_000G1	N4_107	0	NIH4	217298342	32059365010	147.5361695	59455017	0.982564184
N4_107_023G1	N4_107	23	NIH4	64541284	9566352254	148.2206684	30394287	0.983970291
N4_107_026G1	N4_107	26	NIH4	50519896	7460074108	147.6660623	35094886	0.982297113
N4_107_030G1	N4_107	30	NIH4	54053802	7980862426	147.6466434	32977606	0.986806719
N4_107_034G1	N4_107	34	NIH4	48183360	7052076222	146.3591626	34442601	0.988031574
N4_114_000G1	N4_114	0	NIH4	442429912	64809546922	146.4854549	49244067	0.957578727
N4_114_006G1	N4_114	6	NIH4	48625668	7173553812	147.5260723	9668876	0.979466832
N4_114_009G1	N4_114	9	NIH4	47989654	7042724428	146.7550574	10221031	0.976251902
N4_114_015G1	N4_114	15	NIH4	167777744	24670651308	147.0436467	14768927	0.968923649
N4_114_019G1	N4_114	19	NIH4	92376356	13495676842	146.0944924	22625727	0.984842139
N4_114_025G1	N4_114	25	NIH4	42083324	6117864154	145.375022	29463188	0.981996859
N4_114_030G1	N4_114	30	NIH4	43577166	6309076378	144.7794099	35452501	0.982211831
N4_115_000G1	N4_115	0	NIH4	540444744	79928552474	147.8940324	32423425	0.967221282
N4_115_006G1	N4_115	6	NIH4	42057056	6214564612	147.7650887	12828066	0.989494557
N4_115_009G1	N4_115	9	NIH4	53956036	7983815874	147.9689107	13599066	0.988043951
N4_115_014G1	N4_115	14	NIH4	177969258	26373262128	148.1899876	13868909	0.984504554
N4_115_019G1	N4_115	19	NIH4	106459580	15759653178	148.0341476	18114919	0.986185123
N4_115_024G1	N4_115	24	NIH4	53934780	7971784564	147.8041546	12342607	0.987527844
N4_115_030G1	N4_115	30	NIH4	49433462	7300383814	147.6810144	12442337	0.987394227
N4_115_034G1	N4_115	34	NIH4	56634572	8325088304	146.9965784	12329949	0.984142972
N4_116_000G1	N4_116	0	NIH4	215119022	31707020966	147.3929208	52256343	0.975433246
N4_116_008G1	N4_116	8	NIH4	45393920	6738552648	148.4461498	9648390	0.96271558
N4_116_010G1	N4_116	10	NIH4	31269620	4638753264	148.3469663	12624761	0.98261418
N4_116_013G1	N4_116	13	NIH4	44071896	6555033886	148.7350099	15713497	0.502068121
N4_116_019G1	N4_116	19	NIH4	44709482	6554188560	146.5950458	24392724	0.985786527
N4_116_025G1	N4_116	25	NIH4	49674104	7220492608	145.3572793	25722363	0.985009553
N4_124_000G1	N4_124	0	NIH4	436079720	64460910084	147.8190962	53135447	0.978457228
N4_124_007G1	N4_124	7	NIH4	50219292	7451323194	148.3757117	28505638	0.973096753
N4_124_009G1	N4_124	9	NIH4	56379658	8335298454	147.8423025	26458321	0.95876495
N4_124_011G1	N4_124	11	NIH4	67576652	10019097024	148.2627021	41491039	0.988693876
N4_124_011G2	N4_124	11	NIH4	69962850	10341099444	147.8084361	37018636	0.985877719
N4_124_031G1	N4_124	31	NIH4	45028744	6670314814	148.1345963	11918974	0.988643121
N4_124_033G1	N4_124	33	NIH4	55266126	8083637846	146.2674957	18920204	0.985695741
N4_124_037G1	N4_124	37	NIH4	48546848	7185311356	148.0077832	24023985	0.985222666
N4_124_039G1	N4_124	39	NIH4	43099550	6374827952	147.9093854	30338281	0.985627275
N4_125_000G1	N4_125	0	NIH4	202455212	29608446632	146.2468975	55060922	0.931008524
N4_125_008G1	N4_125	8	NIH4	49024378	7204048010	146.9482797	8166362	0.989662939
N4_125_011G1	N4_125	11	NIH4	49968046	7254518038	145.1831444	25256970	0.981561616
N4_125_015G1	N4_125	15	NIH4	52446650	7692259138	146.6682646	31538838	0.937645684
N4_125_018G1	N4_125	18	NIH4	51016138	7457621446	146.181615	36115278	0.892063507
N4_126_000G1	N4_126	0	NIH4	262465788	38184974214	145.4855298	48954388	0.949226491
N4_126_007G1	N4_126	7	NIH4	52766374	7826483102	148.3233072	21285313	0.860822538
N4_126_010G1	N4_126	10	NIH4	49784730	7331700986	147.2680677	26747722	0.976970067
N4_126_013G1	N4_126	13	NIH4	53823666	7632813778	141.8114808	18198378	0.974030253
N4_126_016G1	N4_126	16	NIH4	40620690	5846257550	143.9231473	17384236	0.970383566
N4_126_019G1	N4_126	19	NIH4	35945482	5233843090	145.6050329	4816588	0.981784721
N4_126_022G1	N4_126	22	NIH4	29524846	4313875708	146.1100155	5020409	0.976802182
N4_128_000G1	N4_128	0	NIH4	289947154	42341859584	146.0330236	58448773	0.940619869
N4_128_007G1	N4_128	7	NIH4	41673318	6144765018	147.4508226	13691749	0.86690911
N4_128_010G1	N4_128	10	NIH4	53531058	7764676840	145.0499417	30512206	0.982408997
N4_128_010G2	N4_128	10	NIH4	51172934	7343940584	143.5122048	22863613	0.97403774
N4_128_012G1	N4_128	12	NIH4	46454632	6867845506	147.8398431	22665346	0.985151104
N4_128_016G1	N4_128	16	NIH4	45206112	6576155278	145.4704903	30502309	0.966710386
N4_128_030G1	N4_128	30	NIH4	51909100	7644476358	147.2665941	30222791	0.969832264
N4_129_000G1	N4_129	0	NIH4	134350242	19883608764	147.99831	50051133	0.941009135
N4_129_012G1	N4_129	12	NIH4	41335656	6064581908	146.7155114	28971465	0.951548223
N4_129_016G1	N4_129	16	NIH4	45274798	6724523446	148.526857	35342276	0.962770325
N4_129_029G1	N4_129	29	NIH4	47739788	7094503410	148.6077695	22234496	0.939057438
N4_131_000G1	N4_131	0	NIH4	190025612	27938559828	147.0252327	63075568	0.966167961
N4_131_006G1	N4_131	6	NIH4	50413658	7447756494	147.7329119	15233430	0.974781774
N4_131_009G1	N4_131	9	NIH4	44713272	6542556888	146.3224809	8830505	0.978110772
N4_131_015G1	N4_131	15	NIH4	48625870	7110233728	146.2232702	27156853	0.97327108
N4_131_023G1	N4_131	23	NIH4	46272812	6838012718	147.7760357	49890619	0.965470156
N4_137_000G1	N4_137	0	NIH4	148354464	21619870240	145.7311742	42898992	0.968744001
N4_137_005G1	N4_137	5	NIH4	49039964	7244522568	147.7269145	15009685	0.977927941
N4_137_010G1	N4_137	10	NIH4	43691392	6398257168	146.4420536	31981627	0.970391971
N4_137_012G1	N4_137	12	NIH4	55623108	7977090504	143.4132466	28198373	0.963935438
N4_138_000G1	N4_138	0	NIH4	234045426	33617352334	143.6360151	49767178	0.72061639
N4_138_005G1	N4_138	5	NIH4	53392424	7771563424	145.5555459	17477038	0.973681809
N4_138_008G1	N4_138	8	NIH4	42351856	6132794366	144.8057994	25469923	0.956475981
N4_138_010G1	N4_138	10	NIH4	80934218	11515450176	142.2816018	37266999	0.977305125
N4_138_012G1	N4_138	12	NIH4	57366928	8197544368	142.8966942	35344941	0.961654265
N4_139_000G1	N4_139	0	NIH4	130742362	19140724146	146.4003239	60096360	0.964847828
N4_139_007G1	N4_139	7	NIH4	38043844	5627806696	147.9294967	13746743	0.968271529
N4_139_013G1	N4_139	13	NIH4	46867060	6811545254	145.3375837	29242280	0.973566531
N4_139_027G1	N4_139	27	NIH4	45831458	6701372196	146.2177397	41656247	0.974289384
N4_140_000G1	N4_140	0	NIH4	137294682	20312570822	147.948708	56247524	0.979269226
N4_140_016G1	N4_140	16	NIH4	49395798	7266516980	147.1079985	29119078	0.977284728
N4_140_020G1	N4_140	20	NIH4	43207544	6414835840	148.4656439	30762649	0.975864516
N4_140_034G1	N4_140	34	NIH4	44691340	6631218002	148.3781422	32487505	0.977072941
N4_141_000G1	N4_141	0	NIH4	204321348	30092067464	147.2781369	38635150	0.808413005
N4_141_008G1	N4_141	8	NIH4	50456226	7459771130	147.8463952	15774637	0.324181202
N4_141_013G1	N4_141	13	NIH4	51626542	7593058720	147.0766475	9585282	0.974884004
N4_141_020G1	N4_141	20	NIH4	49630094	7328342762	147.6592561	20647050	0.974487778
N4_141_037G1	N4_141	37	NIH4	52608486	7710894852	146.5713127	21766532	0.974342257
N4_142_000G1	N4_142	0	NIH4	229828250	33472878386	145.6430112	40041358	0.871286067
N4_142_008G1	N4_142	8	NIH4	51610682	7588477432	147.033078	4311114	0.543069379
N4_142_013G1	N4_142	13	NIH4	56764340	8267239620	145.6414295	8107569	0.971476529
N4_142_020G1	N4_142	20	NIH4	55603054	8110530194	145.8648331	16125192	0.968454628
N4_142_036G1	N4_142	36	NIH4	65850174	9506631140	144.3675933	28842949	0.977969276
N4_150_000G1	N4_150	0	NIH4	123280528	18131123664	147.0720799	47216096	0.976741039
N4_150_014G1	N4_150	14	NIH4	56542302	8307297350	146.92181	18397452	0.97749653
N4_150_018G1	N4_150	18	NIH4	39288554	5834304474	148.4988344	32151777	0.977209266
N4_150_021G1	N4_150	21	NIH4	27449672	3989521840	145.3395086	33150972	0.973566606
N4_151_000G1	N4_151	0	NIH4	220075262	32298983868	146.7633553	55790803	0.942459366
N4_151_006G1	N4_151	6	NIH4	46980982	6932384432	147.5572484	31641289	0.973374035
N4_151_014G1	N4_151	14	NIH4	56009496	8204371346	146.4817921	36469248	0.975817172
N4_151_017G1	N4_151	17	NIH4	59830092	8671646148	144.9378709	38324693	0.953029489
N4_151_021G1	N4_151	21	NIH4	57254692	8490581942	148.2949544	23819264	0.958388423
N4_152_000G1	N4_152	0	NIH4	140340764	20429627376	145.5715844	74190195	0.90163885
N4_152_006G1	N4_152	6	NIH4	37055654	5387892168	145.4000021	32277693	0.820723148
N4_152_014G1	N4_152	14	NIH4	36789302	5365564770	145.8457888	31575899	0.97037685
N4_152_018G1	N4_152	18	NIH4	38195836	5567213302	145.7544561	28465098	0.952563887
N4_152_021G1	N4_152	21	NIH4	28299972	4108957136	145.1929753	31500021	0.969541843
N4_154_000G1	N4_154	0	NIH4	217181326	31957195686	147.1452278	67669714	0.946066012
N4_154_006G1	N4_154	6	NIH4	52758498	7742967698	146.7624741	29246195	0.930247389
N4_154_009G1	N4_154	9	NIH4	34352612	5030019266	146.4231968	19341242	0.980382161
N4_154_013G1	N4_154	13	NIH4	51309362	7588993846	147.906611	28958629	0.980230333
N4_154_020G1	N4_154	20	NIH4	78760854	11595214876	147.2205326	59038358	0.949618741
N4_155_000G1	N4_155	0	NIH4	209372928	30792774688	147.0714241	57640681	0.96287926
N4_155_006G1	N4_155	6	NIH4	53692284	7922636882	147.5563394	32300070	0.976152868
N4_155_009G1	N4_155	9	NIH4	50071006	7366280418	147.116685	42906273	0.96512992
N4_155_013G1	N4_155	13	NIH4	55268596	8142858404	147.3324635	36343584	0.980066564
N4_155_020G1	N4_155	20	NIH4	50341042	7360998984	146.2226186	29421485	0.980605626
N4_159_000G1	N4_159	0	NIH4	175552856	26052711660	148.4038042	40403870	0.956086741
N4_159_015G1	N4_159	15	NIH4	43897120	6498578532	148.0411137	14633297	0.933444859
N4_159_024G1	N4_159	24	NIH4	48021094	7133549680	148.5503366	15608715	0.976697032
N4_159_031G1	N4_159	31	NIH4	20585424	3058960928	148.5983931	11425142	0.919730728
N4_159_039G1	N4_159	39	NIH4	23567786	3504040366	148.6792338	10911884	0.953798503
N4_159_053G1	N4_159	53	NIH4	39481432	5857582154	148.3629609	20037857	0.969359495
N4_160_000G1	N4_160	0	NIH4	136960042	20330581986	148.4417038	44897882	0.920592548
N4_160_010G1	N4_160	10	NIH4	41734340	6189633518	148.3103247	24750012	0.925424866
N4_160_024G1	N4_160	24	NIH4	43898372	6520432470	148.5347217	11204996	0.955210799
N4_160_039G1	N4_160	39	NIH4	26161820	3890049148	148.6918398	15862538	0.959665421
N4_160_053G1	N4_160	53	NIH4	25165510	3730466850	148.2372839	16976219	0.981267616
N4_165_000G1	N4_165	0	NIH4	41390008	6096502908	147.2940742	9208872	0.975308388
N4_165_025G1	N4_165	25	NIH4	14256668	2099302760	147.250589	6021558	0.974258712
N4_165_037G1	N4_165	37	NIH4	9693044	1430173222	147.5463458	6085473	0.961023699
N4_165_051G1	N4_165	51	NIH4	17440296	2567026926	147.1894127	7553140	0.978799672
N4_166_000G1	N4_166	0	NIH4	172216104	25321018578	147.0304924	64918121	0.964583626
N4_166_020G1	N4_166	20	NIH4	60155628	8842536074	146.9943273	35017104	0.982763442
N4_166_027G1	N4_166	27	NIH4	56558116	8309223238	146.9147812	48377760	0.978606006
N4_166_061G1	N4_166	61	NIH4	55502360	8169259266	147.1876019	34255987	0.971894492
N4_167_000G1	N4_167	0	NIH4	230361800	33059852546	143.5127376	66219543	0.956212488
N4_167_020G1	N4_167	20	NIH4	58884958	8577380798	145.6633594	29059903	0.958781952
N4_167_027G1	N4_167	27	NIH4	64883388	9319754134	143.6385248	35465505	0.973084297
N4_167_066G1	N4_167	66	NIH4	44835316	6440342016	143.6443989	46387265	0.974072515
N4_167_072G1	N4_167	72	NIH4	61758138	8722375598	141.2344329	49081944	0.970254398
N4_168_000G1	N4_168	0	NIH4	136148810	19607161876	144.0127305	31352490	0.973638337
N4_168_017G1	N4_168	17	NIH4	41373274	6085187962	147.0801649	13508106	0.986988025
N4_168_021G1	N4_168	21	NIH4	38916244	5517969860	141.7909154	23410625	0.966243299
N4_168_023G1	N4_168	23	NIH4	55859292	8004004054	143.2886771	27466758	0.975684117
