study_accession	sample_accession	experiment_accession	run_accession	nominal_length	read_count	base_count
PRJEB32631	SAMEA5618719	ERX3429338	ERR3405686	500	10755951	2592144207
PRJEB32631	SAMEA5618729	ERX3429339	ERR3405687	500	10488048	2528847944
PRJEB32631	SAMEA5618727	ERX3429340	ERR3405688	500	10704264	2579844088
PRJEB32631	SAMEA5618725	ERX3429341	ERR3405689	500	11584581	2801021239
PRJEB32631	SAMEA5618735	ERX3429342	ERR3405690	500	8792029	2109354671
PRJEB32631	SAMEA5618741	ERX3429343	ERR3405691	500	9202419	2202363455
PRJEB32631	SAMEA5616980	ERX3429344	ERR3405692	500	11466810	2768445477
PRJEB32631	SAMEA5618739	ERX3429345	ERR3405693	500	10441475	2515610822
PRJEB32631	SAMEA5616983	ERX3429346	ERR3405694	500	9878621	2379456419
PRJEB32631	SAMEA5618737	ERX3429347	ERR3405695	500	10623983	2560662176
PRJEB32631	SAMEA5618743	ERX3429348	ERR3405696	500	10008594	2410189010
PRJEB32631	SAMEA5618744	ERX3429349	ERR3405697	500	10916133	2622340681
PRJEB32631	SAMEA5618096	ERX3429350	ERR3405698	500	9948207	2346803655
PRJEB32631	SAMEA5618118	ERX3429351	ERR3405699	500	9648785	2259008060
PRJEB32631	SAMEA5618695	ERX3429352	ERR3405700	500	8983783	2104069027
PRJEB32631	SAMEA5618699	ERX3429353	ERR3405701	500	8056639	1871296743
PRJEB32631	SAMEA5618691	ERX3429354	ERR3405702	500	9645839	2267721991
PRJEB32631	SAMEA5618712	ERX3429355	ERR3405703	500	8356760	1956464717
PRJEB32631	SAMEA5618715	ERX3429356	ERR3405704	500	7928687	1838788331
PRJEB32631	SAMEA5618201	ERX3429357	ERR3405705	500	10189098	2404617125
PRJEB32631	SAMEA5618726	ERX3429358	ERR3405706	500	12569502	2994605891
PRJEB32631	SAMEA5618728	ERX3429359	ERR3405707	500	8611966	2025941074
PRJEB32631	SAMEA5618724	ERX3429360	ERR3405708	500	9502488	2228450936
PRJEB32631	SAMEA5618720	ERX3429361	ERR3405709	500	9617261	2277835190
PRJEB32631	SAMEA5618730	ERX3429362	ERR3405710	500	9549741	2236574995
PRJEB32631	SAMEA5618731	ERX3429363	ERR3405711	500	9237297	2174946696
PRJEB32631	SAMEA5618733	ERX3429364	ERR3405712	500	8744906	2032986613
PRJEB32631	SAMEA5618249	ERX3429365	ERR3405713	500	7331778	1704202771
PRJEB32631	SAMEA5618250	ERX3429366	ERR3405714	500	7347971	1693448628
PRJEB32631	SAMEA5618736	ERX3429367	ERR3405715	500	8106135	1877877749
PRJEB32631	SAMEA5618740	ERX3429368	ERR3405716	500	11950435	2835084162
PRJEB32631	SAMEA5616977	ERX3429369	ERR3405717	500	10678507	2520419718
PRJEB32631	SAMEA5618738	ERX3429370	ERR3405718	500	7208761	1669378538
PRJEB32631	SAMEA5616978	ERX3429371	ERR3405719	500	11383573	2692397937
PRJEB32631	SAMEA5618732	ERX3429372	ERR3405720	500	11314175	2668686559
PRJEB32631	SAMEA5618734	ERX3429373	ERR3405721	500	9692259	2264614080
PRJEB32631	SAMEA5618097	ERX3429374	ERR3405722	500	10087845	2412584886
PRJEB32631	SAMEA5616984	ERX3429375	ERR3405723	500	11360957	2714368767
PRJEB32631	SAMEA5616981	ERX3429376	ERR3405724	500	11134843	2658755888
PRJEB32631	SAMEA5618742	ERX3429377	ERR3405725	500	2507019	575076926
PRJEB32631	SAMEA5616988	ERX3429378	ERR3405726	500	11592653	2757503872
PRJEB32631	SAMEA5616989	ERX3429379	ERR3405727	500	11009815	2611100807
PRJEB32631	SAMEA5618418	ERX3429380	ERR3405728	500	8557105	2004656744
PRJEB32631	SAMEA5618573	ERX3429381	ERR3405729	500	10998806	2610932412
PRJEB32631	SAMEA5618566	ERX3429382	ERR3405730	500	8441536	1968059158
PRJEB32631	SAMEA5617997	ERX3429383	ERR3405731	500	9813903	2315517359
PRJEB32631	SAMEA5618565	ERX3429384	ERR3405732	500	7799045	1809656547
PRJEB32631	SAMEA5617998	ERX3429385	ERR3405733	500	8842216	2072597990
PRJEB32631	SAMEA5618009	ERX3429386	ERR3405734	500	9630793	2258732791
PRJEB32631	SAMEA5618549	ERX3429387	ERR3405735	500	4388757	1005345278
PRJEB32631	SAMEA5618031	ERX3429388	ERR3405736	500	9034516	2104659103
PRJEB32631	SAMEA5618011	ERX3429389	ERR3405737	500	10743009	2534352176
PRJEB32631	SAMEA5616910	ERX3429390	ERR3405738	500	10037845	2362117770
PRJEB32631	SAMEA5618032	ERX3429391	ERR3405739	500	9525458	2245533202
PRJEB32631	SAMEA5618664	ERX3429392	ERR3405740	500	10357094	2438993367
PRJEB32631	SAMEA5618665	ERX3429393	ERR3405741	500	8347269	1947971760
PRJEB32631	SAMEA5618669	ERX3429394	ERR3405742	500	11832222	2807125818
PRJEB32631	SAMEA5618088	ERX3429395	ERR3405743	500	11271256	2664606869
PRJEB32631	SAMEA5618102	ERX3429396	ERR3405744	500	11683970	2761218902
PRJEB32631	SAMEA5618089	ERX3429397	ERR3405745	500	9343883	2191964752
PRJEB32631	SAMEA5616753	ERX3429398	ERR3405746	500	8547857	2060725330
PRJEB32631	SAMEA5618364	ERX3429399	ERR3405747	500	8425766	2035710070
PRJEB32631	SAMEA5617749	ERX3429400	ERR3405748	500	9481933	2285354803
PRJEB32631	SAMEA5617670	ERX3429401	ERR3405749	500	9102167	2181773398
PRJEB32631	SAMEA5617794	ERX3429402	ERR3405750	500	13239891	3242672586
PRJEB32631	SAMEA5618374	ERX3429403	ERR3405751	500	9255641	2236883123
PRJEB32631	SAMEA5617795	ERX3429404	ERR3405752	500	14052651	3428920476
PRJEB32631	SAMEA5617828	ERX3429405	ERR3405753	500	7186687	1732487040
PRJEB32631	SAMEA5617826	ERX3429406	ERR3405754	500	7189992	1719604391
PRJEB32631	SAMEA5618385	ERX3429407	ERR3405755	500	7931133	1912694058
PRJEB32631	SAMEA5617823	ERX3429408	ERR3405756	500	10560827	2576083182
PRJEB32631	SAMEA5618379	ERX3429409	ERR3405757	500	8919020	2156946686
PRJEB32631	SAMEA5616785	ERX3429410	ERR3405758	500	7518182	1802888760
PRJEB32631	SAMEA5618386	ERX3429411	ERR3405759	500	7892175	1885767011
PRJEB32631	SAMEA5618373	ERX3429412	ERR3405760	500	10203252	2467390641
PRJEB32631	SAMEA5617857	ERX3429413	ERR3405761	500	9410178	2262001345
PRJEB32631	SAMEA5617899	ERX3429414	ERR3405762	500	8851669	2133455963
PRJEB32631	SAMEA5616817	ERX3429415	ERR3405763	500	12546925	3072127969
PRJEB32631	SAMEA5617860	ERX3429416	ERR3405764	500	10783087	2624977948
PRJEB32631	SAMEA5618421	ERX3429417	ERR3405765	500	9767565	2362579818
PRJEB32631	SAMEA5617824	ERX3429418	ERR3405766	500	8177812	1967415938
PRJEB32631	SAMEA5617862	ERX3429419	ERR3405767	500	8089690	1941276714
PRJEB32631	SAMEA5616786	ERX3429420	ERR3405768	500	7807759	1869068513
PRJEB32631	SAMEA5616799	ERX3429421	ERR3405769	500	11956597	2921340316
PRJEB32631	SAMEA5617858	ERX3429422	ERR3405770	500	9441650	2284771134
PRJEB32631	SAMEA5618438	ERX3429423	ERR3405771	500	8340115	2022833516
PRJEB32631	SAMEA5617882	ERX3429424	ERR3405772	500	10061410	2460951762
PRJEB32631	SAMEA5618422	ERX3429425	ERR3405773	500	9841087	2396534573
PRJEB32631	SAMEA5618455	ERX3429426	ERR3405774	500	7999415	1933033926
PRJEB32631	SAMEA5617907	ERX3429427	ERR3405775	500	7888590	1905884177
PRJEB32631	SAMEA5617872	ERX3429428	ERR3405776	500	8166650	1966790781
PRJEB32631	SAMEA5617928	ERX3429429	ERR3405777	500	9808923	2390061729
PRJEB32631	SAMEA5616834	ERX3429430	ERR3405778	500	7799201	1882964318
PRJEB32631	SAMEA5616818	ERX3429431	ERR3405779	500	8228874	1982563572
PRJEB32631	SAMEA5618478	ERX3429432	ERR3405780	500	10435410	2556548774
PRJEB32631	SAMEA5618479	ERX3429433	ERR3405781	500	10178679	2491352732
PRJEB32631	SAMEA5618472	ERX3429434	ERR3405782	500	13958283	3419780344
PRJEB32631	SAMEA5616844	ERX3429435	ERR3405783	500	9053764	2185263840
PRJEB32631	SAMEA5618483	ERX3429436	ERR3405784	500	10541047	2569756168
PRJEB32631	SAMEA5617951	ERX3429437	ERR3405785	500	7396181	1773686228
PRJEB32631	SAMEA5618454	ERX3429438	ERR3405786	500	9051941	2196258913
PRJEB32631	SAMEA5617954	ERX3429439	ERR3405787	500	9499435	2321850803
PRJEB32631	SAMEA5617971	ERX3429440	ERR3405788	500	7881065	1903697897
PRJEB32631	SAMEA5618450	ERX3429441	ERR3405789	500	7585723	1822058578
PRJEB32631	SAMEA5618452	ERX3429442	ERR3405790	500	10254115	2493453298
PRJEB32631	SAMEA5616859	ERX3429443	ERR3405791	500	9496071	2297051746
PRJEB32631	SAMEA5616865	ERX3429444	ERR3405792	500	9471055	2298505766
PRJEB32631	SAMEA5617962	ERX3429445	ERR3405793	500	8563957	2063383732
PRJEB32631	SAMEA5617916	ERX3429446	ERR3405794	500	9605204	2335596113
PRJEB32631	SAMEA5618473	ERX3429447	ERR3405795	500	8889985	2148397154
PRJEB32631	SAMEA5618456	ERX3429448	ERR3405796	500	7956289	1915439043
PRJEB32631	SAMEA5616845	ERX3429449	ERR3405797	500	8674621	2087848424
PRJEB32631	SAMEA5618480	ERX3429450	ERR3405798	500	10785338	2606898866
PRJEB32631	SAMEA5616835	ERX3429451	ERR3405799	500	8464206	2034589270
PRJEB32631	SAMEA5617952	ERX3429452	ERR3405800	500	9932790	2400598624
PRJEB32631	SAMEA5618484	ERX3429453	ERR3405801	500	9966552	2411182777
PRJEB32631	SAMEA5617992	ERX3429454	ERR3405802	500	8384458	2013242850
PRJEB32631	SAMEA5618000	ERX3429455	ERR3405803	500	9652635	2339040706
PRJEB32631	SAMEA5618554	ERX3429456	ERR3405804	500	9938758	2405567030
PRJEB32631	SAMEA5618001	ERX3429457	ERR3405805	500	6848656	1636152752
PRJEB32631	SAMEA5618006	ERX3429458	ERR3405806	500	8996411	2167309932
PRJEB32631	SAMEA5616895	ERX3429459	ERR3405807	500	9158228	2205270975
PRJEB32631	SAMEA5618003	ERX3429460	ERR3405808	500	11921841	2882304852
PRJEB32631	SAMEA5616866	ERX3429461	ERR3405809	500	10117450	2443366918
PRJEB32631	SAMEA5616896	ERX3429462	ERR3405810	500	8516399	2046261235
PRJEB32631	SAMEA5616902	ERX3429463	ERR3405811	500	11482576	2786894263
PRJEB32631	SAMEA5618635	ERX3429464	ERR3405812	500	11237201	2734427454
PRJEB32631	SAMEA5618596	ERX3429465	ERR3405813	500	9104221	2192457924
PRJEB32631	SAMEA5616917	ERX3429466	ERR3405814	500	10124308	2448106911
PRJEB32631	SAMEA5616886	ERX3429467	ERR3405815	500	5758405	1366778394
PRJEB32631	SAMEA5616903	ERX3429468	ERR3405816	500	16107600	3942491654
PRJEB32631	SAMEA5618555	ERX3429469	ERR3405817	500	9158232	2203464560
PRJEB32631	SAMEA5618004	ERX3429470	ERR3405818	500	12481198	3002023016
PRJEB32631	SAMEA5618599	ERX3429471	ERR3405819	500	17379535	4248016426
PRJEB32631	SAMEA5618631	ERX3429472	ERR3405820	500	15380441	3730896232
PRJEB32631	SAMEA5618636	ERX3429473	ERR3405821	500	13291635	3234282326
PRJEB32631	SAMEA5617995	ERX3429474	ERR3405822	500	13757036	3337340927
PRJEB32631	SAMEA5618650	ERX3429475	ERR3405823	500	10704371	2563105536
PRJEB32631	SAMEA5618037	ERX3429476	ERR3405824	500	14613033	3565305168
PRJEB32631	SAMEA5618068	ERX3429477	ERR3405825	500	11854917	2858726025
PRJEB32631	SAMEA5618064	ERX3429478	ERR3405826	500	14616766	3565053672
PRJEB32631	SAMEA5618065	ERX3429479	ERR3405827	500	12998577	3164954543
PRJEB32631	SAMEA5616960	ERX3429480	ERR3405828	500	16523075	4014618799
PRJEB32631	SAMEA5618672	ERX3429481	ERR3405829	500	10821871	2598396512
PRJEB32631	SAMEA5618060	ERX3429482	ERR3405830	500	5821355	1393221705
PRJEB32631	SAMEA5617994	ERX3429483	ERR3405831	500	9317780	2268798283
PRJEB32631	SAMEA5616964	ERX3429484	ERR3405832	500	13427493	3234110182
PRJEB32631	SAMEA5618054	ERX3429485	ERR3405833	500	14677285	3549975944
PRJEB32631	SAMEA5618067	ERX3429486	ERR3405834	500	14610903	3541139676
PRJEB32631	SAMEA5618061	ERX3429487	ERR3405835	500	9319950	2244662769
PRJEB32631	SAMEA5618138	ERX3429488	ERR3405836	500	11432573	2783031181
PRJEB32631	SAMEA5618133	ERX3429489	ERR3405837	500	13607131	3328023220
PRJEB32631	SAMEA5618169	ERX3429490	ERR3405838	500	12302770	2996347586
PRJEB32631	SAMEA5618070	ERX3429491	ERR3405839	500	8273192	2002478737
PRJEB32631	SAMEA5618163	ERX3429492	ERR3405840	500	10248246	2483433297
PRJEB32631	SAMEA5618157	ERX3429493	ERR3405841	500	11545016	2799979507
PRJEB32631	SAMEA5618696	ERX3429494	ERR3405842	500	9751871	2356322135
PRJEB32631	SAMEA5618132	ERX3429495	ERR3405843	500	9976770	2420868813
PRJEB32631	SAMEA5618176	ERX3429496	ERR3405844	500	9028576	2180703820
PRJEB32631	SAMEA5618172	ERX3429497	ERR3405845	500	6998513	1680533023
PRJEB32631	SAMEA5618137	ERX3429498	ERR3405846	500	10052682	2416879343
PRJEB32631	SAMEA5618155	ERX3429499	ERR3405847	500	12121514	2931772576
PRJEB32631	SAMEA5616933	ERX3429500	ERR3405848	500	13481209	3298350370
PRJEB32631	SAMEA5618161	ERX3429501	ERR3405849	500	9909524	2398695045
PRJEB32631	SAMEA5618184	ERX3429502	ERR3405850	500	12739033	3113489620
PRJEB32631	SAMEA5618701	ERX3429503	ERR3405851	500	9894124	2394668970
PRJEB32631	SAMEA5618188	ERX3429504	ERR3405852	500	7958674	1920588320
PRJEB32631	SAMEA5618189	ERX3429505	ERR3405853	500	5136673	1231947551
PRJEB32631	SAMEA5618186	ERX3429506	ERR3405854	500	9905706	2398279869
PRJEB32631	SAMEA5618637	ERX3429507	ERR3405855	500	9153624	2214546895
PRJEB32631	SAMEA5616763	ERX3429508	ERR3405856	500	12186506	2968593653
PRJEB32631	SAMEA5616901	ERX3429509	ERR3405857	500	12486944	3036895809
PRJEB32631	SAMEA5616885	ERX3429510	ERR3405858	500	8502006	2057299126
PRJEB32631	SAMEA5616897	ERX3429511	ERR3405859	500	10224067	2475405140
PRJEB32631	SAMEA5616823	ERX3429512	ERR3405860	500	12165309	2950717201
PRJEB32631	SAMEA5616871	ERX3429513	ERR3405861	500	10642504	2580136935
PRJEB32631	SAMEA5616961	ERX3429514	ERR3405862	500	11279242	2742340108
PRJEB32631	SAMEA5616904	ERX3429515	ERR3405863	500	10619278	2574335035
PRJEB32631	SAMEA5616860	ERX3429516	ERR3405864	500	8110704	1949690864
PRJEB32631	SAMEA5616754	ERX3429517	ERR3405865	500	8866998	2150872524
PRJEB32631	SAMEA5616887	ERX3429518	ERR3405866	500	11358135	2763243080
PRJEB32631	SAMEA5616967	ERX3429519	ERR3405867	500	15294321	3738842020
PRJEB32631	SAMEA5616924	ERX3429520	ERR3405868	500	10218491	2477384550
PRJEB32631	SAMEA5616795	ERX3429521	ERR3405869	500	11399719	2768271150
PRJEB32631	SAMEA5616934	ERX3429522	ERR3405870	500	11580332	2815125101
PRJEB32631	SAMEA5616806	ERX3429523	ERR3405871	500	11004329	2684831314
PRJEB32631	SAMEA5616816	ERX3429524	ERR3405872	500	11376358	2761369584
PRJEB32631	SAMEA5616916	ERX3429525	ERR3405873	500	11649620	2825402781
PRJEB32631	SAMEA5616697	ERX3429526	ERR3405874	500	10863967	2635025676
PRJEB32631	SAMEA5616853	ERX3429527	ERR3405875	500	7756163	1852891081
PRJEB32631	SAMEA5616819	ERX3429528	ERR3405876	500	9052870	2180863980
PRJEB32631	SAMEA5616965	ERX3429529	ERR3405877	500	8046254	1922470931
PRJEB32631	SAMEA5616734	ERX3429530	ERR3405878	500	9841697	2375546747
PRJEB32631	SAMEA5616955	ERX3429531	ERR3405879	500	8720899	2095115185
PRJEB32631	SAMEA5616800	ERX3429532	ERR3405880	500	8840750	2127452666
PRJEB32631	SAMEA5616846	ERX3429533	ERR3405881	500	10167439	2444525589
PRJEB32631	SAMEA5616959	ERX3429534	ERR3405882	500	12481046	3014555520
PRJEB32631	SAMEA5616787	ERX3429535	ERR3405883	500	9902284	2386592768
PRJEB32631	SAMEA5617861	ERX3429536	ERR3405884	500	9682751	2341878941
PRJEB32631	SAMEA5617917	ERX3429537	ERR3405885	500	10171127	2463484361
PRJEB32631	SAMEA5618112	ERX3429538	ERR3405886	500	8196508	1962981277
PRJEB32631	SAMEA5617796	ERX3429539	ERR3405887	500	9662985	2333640056
PRJEB32631	SAMEA5618053	ERX3429540	ERR3405888	500	8296014	1981064566
PRJEB32631	SAMEA5618154	ERX3429541	ERR3405889	500	9998457	2407413213
PRJEB32631	SAMEA5618059	ERX3429542	ERR3405890	500	8158292	1950153687
PRJEB32631	SAMEA5618007	ERX3429543	ERR3405891	500	9173422	2211454553
PRJEB32631	SAMEA5617970	ERX3429544	ERR3405892	500	10887138	2638677022
PRJEB32631	SAMEA5617873	ERX3429545	ERR3405893	500	8457313	2035218708
PRJEB32631	SAMEA5617915	ERX3429546	ERR3405894	500	8009534	1918265711
PRJEB32631	SAMEA5618066	ERX3429547	ERR3405895	500	8855272	2124242264
PRJEB32631	SAMEA5617978	ERX3429548	ERR3405896	500	9448035	2278427502
PRJEB32631	SAMEA5617904	ERX3429549	ERR3405897	500	9899961	2384493576
PRJEB32631	SAMEA5618167	ERX3429550	ERR3405898	500	11064569	2674781578
PRJEB32631	SAMEA5617963	ERX3429551	ERR3405899	500	10054899	2434816186
PRJEB32631	SAMEA5617836	ERX3429552	ERR3405900	500	9116184	2193426201
PRJEB32631	SAMEA5618002	ERX3429553	ERR3405901	500	7959025	1913343655
PRJEB32631	SAMEA5617791	ERX3429554	ERR3405902	500	9061912	2180950219
PRJEB32631	SAMEA5618177	ERX3429555	ERR3405903	500	7929339	1895294546
PRJEB32631	SAMEA5617848	ERX3429556	ERR3405904	500	9765872	2363744668
PRJEB32631	SAMEA5618086	ERX3429557	ERR3405905	500	9546664	2295668001
PRJEB32631	SAMEA5618049	ERX3429558	ERR3405906	500	9208503	2213101038
PRJEB32631	SAMEA5617883	ERX3429559	ERR3405907	500	9258869	2229159690
PRJEB32631	SAMEA5617950	ERX3429560	ERR3405908	500	9713295	2343275935
PRJEB32631	SAMEA5618098	ERX3429561	ERR3405909	500	8941893	2149472195
PRJEB32631	SAMEA5618134	ERX3429562	ERR3405910	500	8570773	2059203418
PRJEB32631	SAMEA5616942	ERX3429563	ERR3405911	500	9753567	2343935161
PRJEB32631	SAMEA5617973	ERX3429564	ERR3405912	500	9300723	2235383168
PRJEB32631	SAMEA5617867	ERX3429565	ERR3405913	500	10343901	2500170162
PRJEB32631	SAMEA5618042	ERX3429566	ERR3405914	500	9546058	2294917259
PRJEB32631	SAMEA5617877	ERX3429567	ERR3405915	500	8456775	2030550913
PRJEB32631	SAMEA5617829	ERX3429568	ERR3405916	500	8945949	2151920222
PRJEB32631	SAMEA5618205	ERX3429569	ERR3405917	500	9698382	2342836021
PRJEB32631	SAMEA5618401	ERX3429570	ERR3405918	500	10299298	2486528197
PRJEB32631	SAMEA5618606	ERX3429571	ERR3405919	500	8266736	1983165247
PRJEB32631	SAMEA5618702	ERX3429572	ERR3405920	500	9028970	2174174283
PRJEB32631	SAMEA5618721	ERX3429573	ERR3405921	500	10320825	2485660028
PRJEB32631	SAMEA5617996	ERX3429574	ERR3405922	500	9180043	2203641377
PRJEB32631	SAMEA5618187	ERX3429575	ERR3405923	500	8436765	2020644331
PRJEB32631	SAMEA5618463	ERX3429576	ERR3405924	500	9959350	2388722528
PRJEB32631	SAMEA5617787	ERX3429577	ERR3405925	500	11627143	2807812702
PRJEB32631	SAMEA5617774	ERX3429578	ERR3405926	500	10414740	2509287500
PRJEB32631	SAMEA5618593	ERX3429579	ERR3405927	500	8508047	2027606209
PRJEB32631	SAMEA5617965	ERX3429580	ERR3405928	500	8597338	2053813781
PRJEB32631	SAMEA5617891	ERX3429581	ERR3405929	500	10122388	2425694437
PRJEB32631	SAMEA5617671	ERX3429582	ERR3405930	500	9996998	2399242017
PRJEB32631	SAMEA5617929	ERX3429583	ERR3405931	500	11391471	2744534369
PRJEB32631	SAMEA5617770	ERX3429584	ERR3405932	500	9953270	2390839925
PRJEB32631	SAMEA5618055	ERX3429585	ERR3405933	500	8360747	2001004247
PRJEB32631	SAMEA5617898	ERX3429586	ERR3405934	500	8152768	1942989361
PRJEB32631	SAMEA5618162	ERX3429587	ERR3405935	500	9490923	2271685512
PRJEB32631	SAMEA5617859	ERX3429588	ERR3405936	500	10908382	2618528806
PRJEB32631	SAMEA5618657	ERX3429589	ERR3405937	500	11678982	2819587278
PRJEB32631	SAMEA5618697	ERX3429590	ERR3405938	500	9227470	2201220110
PRJEB32631	SAMEA5618156	ERX3429591	ERR3405939	500	7513391	1785151808
PRJEB32631	SAMEA5617881	ERX3429592	ERR3405940	500	9422957	2262796991
PRJEB32631	SAMEA5618673	ERX3429593	ERR3405941	500	8762700	2086915564
PRJEB32631	SAMEA5618078	ERX3429594	ERR3405942	500	8948710	2133720892
PRJEB32631	SAMEA5618185	ERX3429595	ERR3405943	500	8806898	2106233703
PRJEB32631	SAMEA5617993	ERX3429596	ERR3405944	500	9473804	2271544132
PRJEB32631	SAMEA5618600	ERX3429597	ERR3405945	500	9619282	2294694774
PRJEB32631	SAMEA5616735	ERX3429598	ERR3405946	500	10060897	2432361774
PRJEB32631	SAMEA5616755	ERX3429599	ERR3405947	500	9075913	2188837362
PRJEB32631	SAMEA5616736	ERX3429600	ERR3405948	500	7178509	1706751220
PRJEB32631	SAMEA5618380	ERX3429601	ERR3405949	500	8149679	1955096922
PRJEB32631	SAMEA5618423	ERX3429602	ERR3405950	500	9445372	2275120790
PRJEB32631	SAMEA5617830	ERX3429603	ERR3405951	500	8731882	2095883193
PRJEB32631	SAMEA5618439	ERX3429604	ERR3405952	500	8811167	2108369929
PRJEB32631	SAMEA5618453	ERX3429605	ERR3405953	500	8555757	2046450384
PRJEB32631	SAMEA5617919	ERX3429606	ERR3405954	500	10017247	2431753171
PRJEB32631	SAMEA5617909	ERX3429607	ERR3405955	500	11196102	2717240630
PRJEB32631	SAMEA5617964	ERX3429608	ERR3405956	500	9134441	2194911478
PRJEB32631	SAMEA5617966	ERX3429609	ERR3405957	500	9064782	2182858910
PRJEB32631	SAMEA5617932	ERX3429610	ERR3405958	500	9764482	2356997721
PRJEB32631	SAMEA5617933	ERX3429611	ERR3405959	500	9840953	2371937999
PRJEB32631	SAMEA5617979	ERX3429612	ERR3405960	500	11914573	2888858329
PRJEB32631	SAMEA5617934	ERX3429613	ERR3405961	500	10334099	2503301991
PRJEB32631	SAMEA5617910	ERX3429614	ERR3405962	500	10511024	2548975134
PRJEB32631	SAMEA5617974	ERX3429615	ERR3405963	500	7101053	1686201387
PRJEB32631	SAMEA5618556	ERX3429616	ERR3405964	500	9336088	2255539924
PRJEB32631	SAMEA5616888	ERX3429617	ERR3405965	500	8385034	2011056780
PRJEB32631	SAMEA5618567	ERX3429618	ERR3405966	500	10406092	2521854928
PRJEB32631	SAMEA5616879	ERX3429619	ERR3405967	500	9457388	2282456745
PRJEB32631	SAMEA5618574	ERX3429620	ERR3405968	500	8830341	2125276220
PRJEB32631	SAMEA5617999	ERX3429621	ERR3405969	500	9877391	2383245883
PRJEB32631	SAMEA5616918	ERX3429622	ERR3405970	500	10506587	2550731556
PRJEB32631	SAMEA5618632	ERX3429623	ERR3405971	500	9185526	2209434048
PRJEB32631	SAMEA5618597	ERX3429624	ERR3405972	500	9455010	2276904943
PRJEB32631	SAMEA5616919	ERX3429625	ERR3405973	500	8908752	2141579850
PRJEB32631	SAMEA5618601	ERX3429626	ERR3405974	500	10215797	2458345727
PRJEB32631	SAMEA5618651	ERX3429627	ERR3405975	500	10265056	2479465079
PRJEB32631	SAMEA5618639	ERX3429628	ERR3405976	500	9954360	2391679005
PRJEB32631	SAMEA5616935	ERX3429629	ERR3405977	500	10524707	2537683082
PRJEB32631	SAMEA5618633	ERX3429630	ERR3405978	500	8359657	2005689439
PRJEB32631	SAMEA5618638	ERX3429631	ERR3405979	500	8547510	2052220077
PRJEB32631	SAMEA5616962	ERX3429632	ERR3405980	500	10220456	2472738742
PRJEB32631	SAMEA5618062	ERX3429633	ERR3405981	500	10566538	2552114532
PRJEB32631	SAMEA5616966	ERX3429634	ERR3405982	500	10592343	2554304406
PRJEB32631	SAMEA5618158	ERX3429635	ERR3405983	500	9369829	2247344502
PRJEB32631	SAMEA5618170	ERX3429636	ERR3405984	500	9549302	2290926747
PRJEB32631	SAMEA5618159	ERX3429637	ERR3405985	500	9125274	2186820732
PRJEB32631	SAMEA5618707	ERX3429638	ERR3405986	500	8148851	1952418142
PRJEB32631	SAMEA5618190	ERX3429639	ERR3405987	500	9627380	2314952401
PRJEB32631	SAMEA5618722	ERX3429640	ERR3405988	500	8489319	2030279386
PRJEB32631	SAMEA5616876	ERX3429641	ERR3405989	500	7900854	1883468373
PRJEB32631	SAMEA5616880	ERX3429642	ERR3405990	500	9498503	2281877627
PRJEB32631	SAMEA5616791	ERX3429643	ERR3405991	500	9543343	2291186434
PRJEB32631	SAMEA5616947	ERX3429644	ERR3405992	500	9558137	2298424401
PRJEB32631	SAMEA5616911	ERX3429645	ERR3405993	500	9649865	2309949699
PRJEB32631	SAMEA5616836	ERX3429646	ERR3405994	500	6661398	1585810221
PRJEB32631	SAMEA5618085	ERX3429647	ERR3405995	500	7764864	1860504368
PRJEB32631	SAMEA5617797	ERX3429648	ERR3405996	500	8669096	2082922397
PRJEB32631	SAMEA5617825	ERX3429649	ERR3405997	500	12170418	2953257368
PRJEB32631	SAMEA5617863	ERX3429650	ERR3405998	500	14305695	3474544957
PRJEB32631	SAMEA5617778	ERX3429651	ERR3405999	500	8736122	2100583380
PRJEB32631	SAMEA5618071	ERX3429652	ERR3406000	500	9335358	2245549524
PRJEB32631	SAMEA5618038	ERX3429653	ERR3406001	500	11955193	2878295843
PRJEB32631	SAMEA5618173	ERX3429654	ERR3406002	500	7753673	1845948749
PRJEB32631	SAMEA5618160	ERX3429655	ERR3406003	500	8950330	2155693175
PRJEB32631	SAMEA5617911	ERX3429656	ERR3406004	500	9409820	2269627247
PRJEB32631	SAMEA5618168	ERX3429657	ERR3406005	500	6609322	1562240919
PRJEB32631	SAMEA5617827	ERX3429658	ERR3406006	500	8736856	2091714630
PRJEB32631	SAMEA5618171	ERX3429659	ERR3406007	500	10017425	2410559033
PRJEB32631	SAMEA5618012	ERX3429660	ERR3406008	500	9343355	2248466144
PRJEB32631	SAMEA5617849	ERX3429661	ERR3406009	500	10257259	2472796085
PRJEB32631	SAMEA5617723	ERX3429662	ERR3406010	500	10638896	2572317740
PRJEB32631	SAMEA5617940	ERX3429663	ERR3406011	500	10083962	2437008106
PRJEB32631	SAMEA5617946	ERX3429664	ERR3406012	500	8979706	2154046394
PRJEB32631	SAMEA5618108	ERX3429665	ERR3406013	500	8626539	2069070300
PRJEB32631	SAMEA5617922	ERX3429666	ERR3406014	500	10026392	2420661966
PRJEB32631	SAMEA5618069	ERX3429667	ERR3406015	500	8504286	2039966170
PRJEB32631	SAMEA5617871	ERX3429668	ERR3406016	500	10592695	2558606321
PRJEB32631	SAMEA5617750	ERX3429669	ERR3406017	500	9860524	2377007992
